hcid,padrow,pad,ADC_sum,adc_0,adc_1,adc_2,adc_3,adc_4,adc_5,adc_6,adc_7,adc_8,adc_9,adc_10,adc_11,adc_12,adc_13,adc_14,adc_15,adc_16,adc_17,adc_18,adc_19,adc_20,adc_21,adc_22,adc_23,adc_24,adc_25,adc_26,adc_27,adc_28,adc_29
794,9,59,749,17,31,40,57,60,65,59,42,33,26,24,21,19,17,16,18,16,16,15,17,13,16,13,16,14,14,16,14,13,11
795,9,138,1253,10,9,10,9,10,11,10,12,17,20,17,20,19,24,32,32,33,44,47,69,160,185,125,79,57,46,42,38,37,29
795,9,139,393,9,11,10,10,10,9,10,10,11,9,11,10,9,10,10,10,11,11,12,14,29,30,23,19,16,16,15,12,13,13
795,9,136,2033,181,216,163,112,84,90,106,107,120,116,92,73,60,53,48,43,40,33,34,32,28,27,25,26,23,23,20,20,20,18
794,9,58,1178,8,11,12,26,46,132,161,119,85,67,56,47,39,34,31,27,28,23,23,23,18,21,19,21,18,18,18,17,16,14
854,10,12,294,12,10,12,10,5,11,9,10,8,8,9,10,9,12,11,12,10,9,11,9,9,8,11,8,10,10,10,12,9,10
854,10,11,423,17,30,30,26,22,18,15,14,13,13,13,11,14,13,10,12,12,14,10,10,10,11,11,9,11,10,11,11,11,11
854,10,10,468,18,31,32,31,26,19,20,18,15,15,17,14,13,13,11,13,13,13,12,12,11,12,10,12,10,12,11,12,12,10
854,10,9,298,8,10,10,11,9,10,11,9,10,10,10,10,11,11,7,9,9,9,11,10,9,11,9,10,10,11,12,10,12,9
854,11,8,285,8,8,9,9,8,9,9,9,12,10,10,10,10,10,10,8,9,9,10,11,9,10,10,7,9,12,11,10,9,10
854,11,11,356,11,10,10,11,11,11,11,11,14,14,15,11,15,13,12,11,11,12,13,15,13,10,11,13,12,11,11,11,10,12
854,11,10,901,11,10,11,9,12,13,17,27,32,32,43,49,40,35,30,33,39,43,52,50,56,53,37,30,26,26,22,21,23,19
854,11,9,623,8,11,11,12,8,9,11,15,16,14,21,23,21,19,19,20,26,31,34,39,45,45,31,29,21,19,18,16,15,16
856,10,14,323,13,14,13,14,9,7,11,12,12,11,10,10,10,9,13,12,9,11,12,8,10,10,13,9,11,11,11,9,9,10
856,10,13,1047,25,61,77,75,61,47,39,30,31,27,27,27,31,38,37,50,42,36,30,38,38,29,25,23,21,16,17,16,17,16
856,10,12,2172,18,43,61,68,61,48,36,35,36,36,38,36,59,84,103,156,148,111,103,160,176,128,91,69,55,49,47,41,39,37
856,10,11,504,10,10,11,10,12,10,13,12,10,10,12,13,16,15,20,25,27,22,21,33,35,28,24,17,16,15,15,15,12,15
858,10,13,300,11,7,11,12,11,9,8,12,10,12,12,10,9,10,9,10,10,12,12,9,12,9,10,9,8,9,10,8,10,9
858,10,16,392,15,23,18,18,16,15,14,15,15,13,13,12,12,13,13,13,10,13,12,11,10,10,12,12,11,11,9,11,11,11
858,10,15,1153,43,75,66,52,44,42,40,37,42,51,47,39,34,32,36,34,34,34,38,44,49,45,36,31,25,19,22,22,19,21
858,10,14,568,13,14,15,13,16,12,14,14,16,20,18,18,16,20,18,18,20,22,26,29,35,31,29,24,20,14,18,15,15,15
860,3,54,306,12,11,13,10,13,10,11,9,9,11,10,11,8,10,11,9,10,8,10,9,8,12,10,11,10,11,8,11,10,10
860,3,54,306,12,11,13,10,13,10,11,9,9,11,10,11,8,10,11,9,10,8,10,9,8,12,10,11,10,11,8,11,10,10
860,3,48,331,12,16,13,15,16,11,11,12,11,7,11,11,10,10,12,11,10,10,11,9,11,10,11,10,10,10,9,10,10,11
860,3,49,768,25,52,45,53,70,58,43,38,33,26,23,23,22,18,20,18,18,17,16,15,14,15,15,11,13,12,15,14,12,14
860,3,50,669,9,17,15,19,28,27,29,49,68,55,40,30,26,20,20,16,17,18,17,16,15,12,14,13,13,13,13,14,13,13
860,2,51,302,11,12,11,10,8,10,8,10,11,10,11,10,12,9,10,10,8,10,9,14,11,8,11,10,9,10,9,10,10,10
860,10,18,647,30,52,42,33,30,33,28,26,24,22,20,22,20,20,19,18,20,17,18,17,15,16,12,16,14,13,13,11,12,14
860,10,18,647,30,52,42,33,30,33,28,26,24,22,20,22,20,20,19,18,20,17,18,17,15,16,12,16,14,13,13,11,12,14
860,2,52,446,19,43,37,25,22,17,17,14,13,15,13,13,13,10,14,10,10,11,9,12,12,10,10,10,10,11,12,12,11,11
860,10,19,304,9,11,9,10,11,13,10,10,11,10,9,8,12,10,9,10,10,10,11,9,9,11,11,9,9,8,13,10,10,12
860,10,19,304,9,11,9,10,11,13,10,10,11,10,9,8,12,10,9,10,10,10,11,9,9,11,11,9,9,8,13,10,10,12
860,2,53,376,14,25,23,18,12,14,13,12,15,13,12,11,12,11,12,13,12,10,10,10,11,9,10,8,13,9,12,11,12,9
860,2,53,376,14,25,23,18,12,14,13,12,15,13,12,11,12,11,12,13,12,10,10,10,11,9,10,8,13,9,12,11,12,9
860,3,51,686,9,9,13,11,14,35,49,59,73,55,36,29,23,24,22,19,16,16,16,17,16,16,14,15,14,15,13,13,12,13
860,3,52,3057,10,17,21,31,109,456,552,382,237,162,123,101,88,77,70,65,59,54,51,50,45,43,40,37,36,31,30,29,25,26
860,3,53,1291,10,21,33,39,62,174,194,126,79,60,46,42,36,34,31,28,28,25,21,24,21,21,19,21,18,16,14,16,14,18
860,3,53,1291,10,21,33,39,62,174,194,126,79,60,46,42,36,34,31,28,28,25,21,24,21,21,19,21,18,16,14,16,14,18
860,10,16,428,12,9,12,10,10,11,11,12,12,14,10,13,15,14,12,14,17,21,27,22,21,21,18,14,15,13,13,12,12,11
860,10,17,1458,34,59,49,43,50,58,60,55,52,50,48,59,51,47,45,48,56,76,85,74,65,56,43,38,32,30,28,23,23,21
860,10,17,1458,34,59,49,43,50,58,60,55,52,50,48,59,51,47,45,48,56,76,85,74,65,56,43,38,32,30,28,23,23,21
862,10,21,292,12,7,12,9,9,11,9,9,10,10,11,9,11,11,9,12,10,8,10,11,8,9,8,11,9,10,10,8,10,9
862,10,20,787,21,48,51,52,53,45,40,38,32,31,31,27,29,26,23,20,18,19,19,16,16,17,16,15,14,16,14,16,12,12
862,10,19,1209,20,42,51,64,74,65,65,53,43,48,52,58,57,53,46,40,34,35,32,33,33,35,33,24,24,21,18,20,18,18
862,10,19,1209,20,42,51,64,74,65,65,53,43,48,52,58,57,53,46,40,34,35,32,33,33,35,33,24,24,21,18,20,18,18
862,10,18,343,13,11,12,11,13,11,13,10,11,8,10,10,15,14,12,13,13,11,11,9,13,13,11,12,11,11,10,11,11,9
862,10,18,343,13,11,12,11,13,11,13,10,11,8,10,10,15,14,12,13,13,11,11,9,13,13,11,12,11,11,10,11,11,9
1031,12,134,299,10,11,9,11,9,9,12,10,10,11,11,10,10,11,8,11,12,9,10,10,10,8,9,12,10,8,9,9,9,11
1031,11,138,978,10,9,8,11,11,9,11,9,14,47,78,78,76,64,48,36,34,33,32,33,48,54,46,37,29,25,24,22,21,21
1031,11,139,1040,9,11,9,8,11,10,9,7,12,27,34,31,56,99,83,66,68,63,52,47,50,51,43,37,30,29,23,24,22,19
1031,11,140,358,10,11,12,10,8,9,11,10,8,12,11,10,15,18,17,14,14,16,12,16,13,11,11,9,13,11,12,10,13,11
1031,11,136,905,11,11,9,11,11,10,11,7,12,10,10,10,15,31,61,74,75,68,60,66,63,52,41,31,29,25,24,24,23,20
1031,12,142,381,21,31,23,17,17,14,11,9,12,12,13,13,12,11,11,14,9,9,7,11,9,11,9,9,9,11,11,13,12,10
1031,11,137,959,10,11,10,10,7,10,8,10,11,14,21,27,31,37,40,47,65,67,72,72,66,62,52,41,32,29,28,26,23,20
1031,12,140,476,9,10,9,11,9,10,9,11,15,13,14,15,15,23,47,41,29,23,15,17,18,14,13,12,13,12,13,12,14,10
1031,11,135,347,8,10,9,10,12,10,9,9,9,11,11,12,6,11,16,18,19,16,12,13,13,12,14,9,12,10,12,12,10,12
1031,12,139,3142,11,10,10,10,12,16,18,36,92,134,113,84,80,216,457,389,254,181,145,139,129,107,89,75,69,62,58,53,50,43
1031,12,137,1866,22,45,49,38,54,85,87,81,93,81,64,53,45,36,35,36,39,40,43,80,132,145,115,89,67,56,44,40,38,34
1031,12,138,2228,13,14,14,15,34,59,56,63,95,93,72,67,66,76,104,97,79,64,82,148,203,180,128,90,75,61,54,43,44,39
1031,12,136,3135,13,28,43,61,73,129,166,135,118,133,142,137,124,118,117,159,202,169,144,150,149,128,99,79,66,57,54,53,47,42
1031,12,135,890,11,10,11,13,15,20,24,21,21,26,28,31,33,34,38,63,85,67,51,46,38,33,29,24,22,20,20,20,18,18
