hcid,padrow,pad,ADC_sum,adc_0,adc_1,adc_2,adc_3,adc_4,adc_5,adc_6,adc_7,adc_8,adc_9,adc_10,adc_11,adc_12,adc_13,adc_14,adc_15,adc_16,adc_17,adc_18,adc_19,adc_20,adc_21,adc_22,adc_23,adc_24,adc_25,adc_26,adc_27,adc_28,adc_29
183,10,92,356,16,21,22,19,13,10,12,14,10,12,12,10,9,10,10,12,10,11,11,11,9,11,11,12,11,10,8,9,9,11
183,10,88,787,11,11,7,9,10,10,11,12,9,17,18,19,18,32,34,35,44,57,72,65,53,45,33,28,25,22,22,22,18,18
183,10,91,719,38,83,75,54,43,34,31,25,23,21,21,17,19,17,17,14,15,17,14,16,14,13,14,13,12,13,12,10,11,13
183,10,91,719,38,83,75,54,43,34,31,25,23,21,21,17,19,17,17,14,15,17,14,16,14,13,14,13,12,13,12,10,11,13
183,10,90,944,15,32,36,40,54,66,64,52,49,59,60,48,38,32,29,25,24,23,19,17,20,19,16,16,17,16,15,15,14,14
183,10,90,944,15,32,36,40,54,66,64,52,49,59,60,48,38,32,29,25,24,23,19,17,20,19,16,16,17,16,15,15,14,14
183,10,89,1067,12,9,12,12,15,19,23,21,37,79,102,86,71,68,64,51,45,42,40,34,30,27,24,24,23,21,20,20,19,17
183,10,89,1067,12,9,12,12,15,19,23,21,37,79,102,86,71,68,64,51,45,42,40,34,30,27,24,24,23,21,20,20,19,17
189,9,119,322,9,9,10,11,9,10,10,10,10,10,9,8,10,12,9,10,10,13,15,14,12,14,13,11,10,13,10,11,9,11
189,10,121,416,11,8,8,9,9,9,11,11,9,11,11,8,10,10,11,10,11,9,12,12,23,37,36,26,20,17,14,14,14,15
189,10,120,1501,9,9,10,11,9,11,10,7,10,11,11,9,8,12,11,11,12,14,9,20,83,277,310,196,118,84,67,55,50,47
189,10,119,506,10,11,10,13,11,11,7,10,9,9,11,10,8,9,9,9,8,10,10,10,22,56,64,44,30,24,21,19,17,14
189,9,120,625,12,11,10,12,10,9,10,9,10,9,11,10,12,14,14,18,33,49,52,60,49,38,28,25,24,17,19,16,16,18
189,9,121,1090,12,10,10,8,11,9,10,12,12,19,34,84,110,105,86,68,68,66,52,44,37,31,31,28,25,24,22,21,21,20
189,9,125,367,16,24,21,15,10,13,13,14,9,10,11,12,11,13,12,10,11,10,13,11,12,12,10,12,11,11,8,12,10,10
189,9,125,367,16,24,21,15,10,13,13,14,9,10,11,12,11,13,12,10,11,10,13,11,12,12,10,12,11,11,8,12,10,10
189,9,124,941,62,129,117,84,57,45,35,34,30,25,24,22,20,18,18,17,19,19,14,16,13,15,14,13,15,14,13,13,13,13
189,9,123,1282,19,69,112,104,93,100,94,85,67,57,45,40,37,32,29,30,25,23,21,20,22,21,20,19,17,18,17,16,15,15
189,9,122,1280,11,12,14,17,18,32,39,42,68,78,81,124,127,101,75,57,47,35,36,29,29,26,25,25,28,22,21,22,20,19
191,8,138,301,8,10,10,9,11,12,10,12,9,8,11,8,9,12,8,10,11,10,9,10,10,10,11,11,11,9,10,11,11,10
191,9,130,302,9,9,8,9,9,7,11,9,10,12,8,7,10,11,13,11,9,8,9,10,11,14,15,10,12,10,12,12,9,8
191,9,134,307,11,12,10,9,11,14,12,12,8,11,10,9,11,9,10,9,13,9,9,9,8,10,10,10,11,10,8,10,10,12
191,8,132,324,9,10,9,12,13,13,9,8,12,11,8,13,13,12,12,13,13,12,10,10,9,9,11,11,11,10,9,10,11,11
191,9,133,405,11,8,9,8,8,11,11,10,9,8,9,12,10,11,10,13,20,28,29,25,20,20,18,15,12,13,14,11,11,11
191,9,132,1182,10,11,10,10,8,11,11,10,11,9,9,11,9,10,9,10,27,48,50,53,102,193,167,104,71,53,42,41,39,33
191,9,131,1002,10,10,12,12,11,10,9,10,9,9,8,12,10,8,9,7,8,10,13,17,72,196,170,103,66,51,39,38,31,32
191,8,137,478,18,45,43,30,22,17,17,18,14,16,13,13,14,12,12,12,12,11,13,11,13,12,11,11,11,12,11,12,11,11
191,8,136,1071,41,113,118,104,87,66,54,45,38,32,29,26,27,25,21,24,21,20,17,17,18,17,15,14,15,14,14,13,11,15
191,8,135,991,13,22,29,44,58,69,85,86,71,59,49,41,36,31,28,24,23,21,21,20,19,18,18,15,16,15,15,16,13,16
191,8,134,1043,11,11,11,11,11,13,22,30,30,47,62,69,75,91,85,75,60,46,37,32,30,26,24,23,19,20,19,19,16,18
191,8,133,721,11,11,9,7,12,10,10,8,12,11,11,16,29,49,62,68,68,50,39,34,28,24,22,20,20,16,17,16,17,14
198,9,13,361,15,19,19,16,15,11,12,12,12,11,12,11,12,12,12,10,11,12,11,11,12,9,9,10,11,10,10,12,12,10
198,9,8,310,9,11,11,8,10,11,9,10,9,12,9,10,10,8,11,8,10,10,11,11,12,14,14,13,11,9,11,10,9,9
198,9,12,1017,38,84,94,89,94,76,53,41,35,33,30,27,25,24,24,22,20,20,20,21,16,16,13,18,16,15,16,13,14,10
198,9,11,1105,14,27,37,53,88,79,55,50,46,42,45,50,58,62,57,43,36,32,25,22,22,21,20,18,20,18,17,17,15,16
198,9,10,784,9,10,11,10,13,12,13,12,13,15,19,25,39,55,54,51,52,54,55,43,34,30,22,22,19,20,21,17,19,15
198,9,9,607,9,12,9,11,10,11,11,10,9,11,11,8,10,13,10,16,21,40,57,54,51,44,35,26,19,19,20,19,15,16
200,10,18,379,11,13,13,13,11,14,14,11,13,10,13,11,16,12,11,12,15,15,16,16,16,14,13,14,10,11,9,12,10,10
200,10,18,379,11,13,13,13,11,14,14,11,13,10,13,11,16,12,11,12,15,15,16,16,16,14,13,14,10,11,9,12,10,10
200,10,17,1803,45,106,93,75,61,53,55,51,47,46,51,55,53,49,49,50,59,88,136,122,91,73,56,46,39,36,33,29,28,28
200,10,17,1803,45,106,93,75,61,53,55,51,47,46,51,55,53,49,49,50,59,88,136,122,91,73,56,46,39,36,33,29,28,28
200,10,16,818,25,49,43,35,28,24,24,24,24,21,22,22,24,20,20,23,27,36,53,49,38,33,26,25,20,18,17,16,14,18
202,10,2,298,7,11,11,11,11,8,10,12,12,12,9,10,10,10,10,9,10,8,10,11,9,9,8,11,10,9,10,8,11,11
202,10,6,3178,212,529,452,311,231,188,149,119,96,82,73,68,63,55,54,52,46,42,42,38,36,35,30,28,27,28,26,22,24,20
202,10,12,299,9,9,10,10,8,9,10,10,10,10,9,9,12,7,9,13,10,9,9,13,12,11,11,11,9,8,10,12,10,10
202,10,5,4503,395,910,720,441,283,202,160,135,117,106,96,87,82,74,70,65,62,55,51,47,45,42,37,36,34,37,30,28,29,27
202,10,4,1260,126,224,162,97,65,50,43,35,33,32,29,30,26,24,25,22,21,19,19,19,18,18,18,20,16,15,14,12,14,14
202,10,3,578,33,69,58,40,27,23,18,19,18,18,15,15,13,13,13,14,11,15,12,12,14,12,12,12,13,12,9,12,14,12
202,10,7,892,13,14,13,19,31,58,72,82,81,71,53,39,34,28,22,25,22,21,20,16,19,16,17,16,16,17,16,13,15,13
202,10,11,447,11,8,9,8,14,9,10,13,21,25,25,22,16,17,12,11,16,14,14,15,17,24,21,16,15,13,13,12,14,12
202,10,10,5377,9,11,10,9,10,11,21,170,566,771,724,561,388,273,212,174,157,147,146,148,138,120,106,91,82,77,69,64,59,53
202,10,9,6994,8,13,11,9,10,10,22,149,465,651,746,813,770,573,416,337,285,244,208,180,158,140,128,117,105,99,92,85,79,71
202,10,8,1325,9,10,11,10,11,10,14,23,46,71,83,120,166,138,96,74,59,46,41,36,34,29,27,28,28,22,23,19,21,20
372,3,62,362,9,13,11,9,10,12,11,11,7,10,11,10,10,11,11,10,14,14,16,18,19,18,14,14,13,10,13,11,12,10
372,3,67,305,10,7,12,9,11,11,10,8,10,11,9,11,10,13,9,10,10,11,7,11,7,10,10,13,11,10,11,11,11,11
372,3,63,687,11,8,11,9,9,9,11,13,13,11,13,15,18,22,23,31,42,45,48,61,56,41,28,22,22,21,17,19,19,19
372,3,66,377,13,24,24,19,15,14,12,15,13,11,11,11,12,13,10,10,10,10,10,11,11,11,11,12,11,11,10,10,11,11
372,3,65,703,23,42,39,34,30,38,51,52,41,31,25,23,20,19,19,15,17,17,15,15,15,13,13,15,14,14,13,13,16,11
372,3,64,748,11,13,13,14,14,26,45,50,40,33,33,30,31,36,36,30,33,32,28,29,22,20,18,18,18,17,14,15,15,14
375,2,74,316,12,11,12,14,11,10,11,9,9,11,10,12,7,12,12,12,9,10,9,10,12,10,11,10,10,9,9,12,11,9
374,2,69,324,10,10,11,9,12,11,11,10,12,12,10,9,9,11,11,11,11,11,10,11,12,13,12,12,12,10,9,10,11,11
374,2,70,1491,9,10,11,9,11,11,10,9,12,12,12,10,12,16,36,165,275,205,132,91,71,64,53,47,40,35,34,32,29,28
375,2,73,478,22,42,43,31,21,20,15,17,15,14,12,15,15,11,13,12,14,12,11,12,12,11,11,11,12,9,9,12,11,13
374,2,73,478,22,42,43,31,21,20,15,17,15,14,12,15,15,11,13,12,14,12,11,12,12,11,11,11,12,9,9,12,11,13
375,2,72,860,20,41,56,43,32,28,28,33,47,52,44,31,24,24,23,33,43,34,26,25,21,21,18,18,16,18,17,16,16,12
374,2,72,860,20,41,56,43,32,28,28,33,47,52,44,31,24,24,23,33,43,34,26,25,21,21,18,18,16,18,17,16,16,12
374,2,71,2292,10,12,14,11,14,12,17,22,44,57,49,34,31,35,64,252,413,304,186,126,97,82,69,62,56,50,48,44,41,36
375,2,71,2292,10,12,14,11,14,12,17,22,44,57,49,34,31,35,64,252,413,304,186,126,97,82,69,62,56,50,48,44,41,36
379,2,84,370,8,9,11,9,11,8,10,9,9,12,9,11,8,12,11,10,10,13,18,25,23,20,15,14,13,14,11,12,12,13
379,2,89,297,11,11,10,8,9,9,12,9,8,10,10,10,11,11,12,8,9,12,10,9,12,10,10,10,8,10,8,9,12,9
379,2,89,297,11,11,10,8,9,9,12,9,8,10,10,10,11,11,12,8,9,12,10,9,12,10,10,10,8,10,8,9,12,9
379,2,85,954,11,11,10,8,11,10,13,13,15,13,16,33,46,46,41,40,35,41,73,95,85,59,41,35,30,27,26,24,23,23
379,2,88,776,58,112,88,55,41,33,26,27,21,23,20,19,17,18,17,16,17,15,14,14,14,12,15,13,14,12,11,10,13,11
379,2,87,1762,121,250,192,132,105,90,87,84,71,58,50,52,49,41,38,32,30,30,25,27,24,23,22,22,21,18,19,18,17,14
379,2,86,1496,16,25,22,22,24,30,47,64,61,55,65,133,159,128,94,73,58,50,46,47,40,35,33,27,28,27,23,21,22,21
396,8,28,418,18,22,19,17,15,17,18,16,16,13,13,14,14,15,15,15,13,13,12,13,11,10,13,12,10,11,9,12,13,9
396,8,27,1937,50,76,61,45,49,65,68,65,54,45,44,45,69,97,148,180,133,92,74,69,68,59,50,42,37,34,32,30,29,27
396,8,26,1579,16,19,17,17,20,25,30,29,26,21,25,29,50,79,142,186,140,93,79,80,83,69,57,47,39,39,34,30,32,26
396,8,25,351,9,9,9,9,10,9,9,11,9,10,10,10,11,10,16,17,15,13,12,14,14,16,13,11,14,12,12,12,12,13
398,9,31,310,16,15,9,14,11,10,10,8,9,13,10,7,8,10,11,10,10,11,11,9,9,11,8,9,12,9,11,9,11,9
398,9,30,1157,36,83,102,82,60,71,68,56,47,47,44,37,33,32,28,28,28,32,33,28,25,20,19,21,17,19,17,15,16,13
398,9,29,2356,30,82,115,102,77,117,123,94,95,107,95,76,68,73,69,71,100,131,146,122,87,63,54,49,43,38,35,32,31,31
398,9,28,578,9,12,13,14,16,15,18,15,15,17,17,13,16,17,16,18,27,36,44,43,30,23,20,20,17,15,17,15,15,15
400,9,33,331,9,16,14,14,15,12,10,11,13,9,12,11,11,9,11,10,11,8,8,9,11,11,11,11,13,10,9,10,11,11
400,9,32,1160,36,69,69,65,58,51,48,45,40,42,38,42,46,59,55,43,35,33,35,35,32,27,24,23,19,21,17,16,19,18
400,9,31,1826,18,32,35,41,40,42,45,42,44,45,49,58,88,148,137,102,76,85,106,113,98,73,54,46,41,38,34,33,32,31
400,9,30,423,10,10,11,10,11,12,10,12,8,10,12,15,17,21,20,17,15,20,19,23,20,13,17,13,13,14,13,11,14,12
402,9,32,320,10,7,8,11,9,9,11,11,11,11,11,12,11,9,12,11,12,11,14,10,11,12,11,11,12,12,10,9,9,12
402,9,35,571,39,63,48,32,25,22,22,21,17,16,17,13,18,15,16,15,14,14,16,12,11,12,13,13,12,12,12,11,10,10
402,9,35,571,39,63,48,32,25,22,22,21,17,16,17,13,18,15,16,15,14,14,16,12,11,12,13,13,12,12,12,11,10,10
402,9,34,1935,118,206,150,97,69,58,57,56,54,53,53,49,46,50,65,93,109,92,72,58,50,43,39,34,30,30,28,26,26,24
402,9,33,937,18,23,22,19,16,14,16,18,16,17,18,21,21,23,35,68,96,81,65,53,45,41,33,28,27,25,23,19,19,17
406,10,37,444,12,10,10,11,12,12,11,13,14,12,15,13,14,11,11,12,13,14,22,27,28,26,19,17,16,15,14,14,12,14
406,10,37,444,12,10,10,11,12,12,11,13,14,12,15,13,14,11,11,12,13,14,22,27,28,26,19,17,16,15,14,14,12,14
406,10,40,302,9,11,10,13,10,10,10,10,10,9,12,9,11,10,8,11,7,12,9,8,11,11,12,12,10,9,8,11,10,9
406,10,39,804,23,52,54,48,42,37,44,43,35,31,32,30,29,26,21,22,20,20,22,22,19,21,16,17,14,15,14,12,12,11
406,10,38,1368,12,28,32,37,35,39,61,59,49,45,55,57,54,46,43,41,40,45,69,97,91,73,51,40,35,29,29,28,25,23
494,12,54,306,10,12,13,10,9,11,8,10,14,9,9,12,9,11,11,9,9,11,12,8,8,12,9,9,10,12,11,9,9,10
494,12,54,306,10,12,13,10,9,11,8,10,14,9,9,12,9,11,11,9,9,11,12,8,8,12,9,9,10,12,11,9,9,10
494,12,57,616,29,57,48,35,27,24,21,21,20,20,18,18,21,15,18,16,19,15,15,15,14,16,18,15,13,14,14,12,14,14
494,12,56,1035,34,64,53,41,37,31,31,31,32,29,27,37,42,36,36,38,35,32,30,30,32,35,37,36,30,29,31,27,27,25
494,12,55,446,10,12,12,11,13,14,12,12,13,13,14,14,16,13,15,14,13,16,14,16,14,17,18,19,20,18,16,19,18,20
494,12,55,446,10,12,12,11,13,14,12,12,13,13,14,14,16,13,15,14,13,16,14,16,14,17,18,19,20,18,16,19,18,20
496,12,55,327,10,10,12,9,10,11,8,9,10,10,12,11,12,12,12,12,11,12,13,13,12,13,11,9,12,9,11,9,12,10
496,12,55,327,10,10,12,9,10,11,8,9,10,10,12,11,12,12,12,12,11,12,13,13,12,13,11,9,12,9,11,9,12,10
496,12,58,371,17,20,17,14,15,14,17,13,12,15,10,13,10,14,11,11,12,11,10,10,11,10,11,10,10,12,10,12,9,10
496,12,57,1582,75,104,77,63,58,78,112,96,84,76,64,54,47,48,53,47,50,51,44,46,37,32,29,26,25,22,23,20,20,21
496,12,56,1234,25,32,28,26,25,41,56,53,50,49,44,39,34,41,51,50,61,67,67,68,62,50,38,32,31,26,25,21,22,20
500,11,56,337,10,11,11,12,11,9,12,11,9,10,9,10,12,8,11,10,12,9,9,11,16,16,17,14,11,10,12,12,11,11
500,11,59,396,11,25,21,19,17,17,15,13,13,14,14,15,14,12,12,13,11,9,13,12,12,11,12,9,11,11,9,9,10,12
500,11,58,1963,50,129,115,89,84,81,64,61,56,59,76,92,105,95,80,71,67,57,53,44,49,67,68,55,42,38,33,30,27,26
500,11,57,1537,15,27,26,26,27,29,26,23,26,30,41,56,71,65,60,60,67,61,53,46,67,129,134,100,70,56,43,37,35,31
502,11,57,395,11,9,12,11,10,9,11,11,11,11,10,11,15,10,13,21,24,21,18,14,19,15,14,12,14,12,12,11,10,13
502,11,60,309,11,11,10,13,10,10,11,10,12,12,9,11,12,12,10,11,10,8,7,12,9,10,9,9,8,10,11,11,11,9
502,11,59,1114,23,48,42,38,45,43,38,35,31,33,37,32,33,35,45,67,87,71,51,42,35,33,28,23,23,23,18,21,18,16
502,11,58,2174,16,25,26,25,34,38,37,31,33,39,42,43,48,64,88,192,277,225,158,124,110,92,74,64,54,51,48,42,39,35
540,1,41,308,11,10,12,10,12,11,10,9,11,10,9,10,10,12,10,8,10,10,10,11,11,12,9,10,10,9,9,10,10,12
540,1,43,1101,9,12,9,11,13,12,19,27,25,28,35,34,31,35,36,76,117,110,90,68,51,41,35,31,30,26,25,23,23,19
540,1,42,610,9,10,10,9,10,11,9,11,9,11,9,12,14,15,15,33,53,55,47,44,38,30,25,20,20,18,19,17,15,12
540,1,46,331,12,18,15,16,11,10,11,10,11,10,11,13,11,12,11,8,11,8,11,10,10,12,9,9,11,10,9,10,10,11
540,1,45,682,31,64,52,47,43,35,33,34,25,25,23,19,18,16,16,16,15,13,16,12,15,14,12,11,13,14,12,12,14,12
540,1,44,1098,18,28,28,38,54,48,73,91,74,65,63,53,42,38,33,34,36,33,29,29,23,23,23,19,18,18,18,17,16,16
546,0,67,308,9,9,8,9,10,9,10,11,11,9,10,8,12,10,10,12,12,10,9,12,12,10,12,11,11,11,10,10,9,12
546,0,66,433,9,13,10,9,11,11,11,10,9,11,8,10,10,11,11,10,9,10,10,21,35,35,29,23,18,18,16,16,14,15
546,0,65,335,10,11,10,12,9,11,11,10,11,13,9,11,10,9,9,9,10,10,10,12,16,15,15,13,13,13,11,10,13,9
549,0,77,295,10,11,10,10,9,9,10,11,9,9,11,10,9,9,11,9,9,7,12,10,9,9,10,11,11,9,12,10,11,8
549,0,73,309,10,12,11,13,10,7,10,12,10,10,10,11,11,10,11,9,9,10,9,13,9,12,9,11,10,8,9,12,11,10
548,0,73,309,10,12,11,13,10,7,10,12,10,10,10,11,11,10,11,9,9,10,9,13,9,12,9,11,10,8,9,12,11,10
549,0,76,458,10,9,9,9,10,11,9,11,10,13,8,11,10,10,8,9,11,18,34,34,30,23,24,23,22,18,16,16,16,16
549,0,75,718,10,12,10,10,8,9,11,9,10,10,11,9,9,9,10,10,11,18,29,30,27,34,50,55,49,41,41,58,62,56
549,0,74,389,10,10,9,10,13,12,11,10,12,8,10,11,10,9,10,8,12,11,11,9,11,13,11,14,13,14,18,25,31,33
553,3,120,320,13,13,16,12,10,12,9,13,10,9,9,11,9,10,11,11,11,10,13,11,9,11,8,11,10,10,12,7,10,9
553,3,119,548,27,47,37,27,25,26,24,20,18,18,17,17,18,17,17,14,16,12,12,14,14,14,11,15,11,14,11,12,12,11
553,3,118,968,17,26,26,25,25,35,40,36,29,29,41,58,56,46,37,36,45,50,47,37,34,31,25,24,23,20,21,16,17,16
553,3,117,860,9,12,10,10,11,11,15,12,12,16,21,24,30,24,26,26,52,71,68,62,62,58,45,31,28,27,24,19,22,22
553,3,116,342,9,11,10,11,12,7,7,11,8,9,13,11,9,10,10,11,12,14,14,16,15,18,14,14,13,11,11,10,11,10
557,2,122,408,20,27,22,19,21,18,16,14,13,12,14,12,12,12,12,11,12,11,12,13,10,10,11,10,12,12,9,10,11,10
557,2,121,1001,32,45,44,63,84,75,56,41,39,35,39,41,41,33,28,28,29,28,29,24,21,22,16,16,17,17,15,13,15,15
557,2,120,869,13,13,12,15,22,23,17,18,20,18,29,42,45,32,27,42,56,62,60,48,41,36,30,27,26,21,17,20,19,18
557,2,119,355,10,9,9,8,11,9,8,9,13,9,12,12,10,12,11,13,12,18,17,16,16,13,16,13,12,11,11,12,13,10
559,2,124,292,11,10,9,11,10,12,9,9,10,9,9,11,7,11,11,10,10,11,7,9,9,9,11,11,8,9,9,11,9,10
559,2,123,603,34,56,44,37,37,31,25,23,22,21,19,17,19,16,16,14,13,14,15,12,13,15,12,12,10,12,12,9,13,10
559,2,122,1104,31,47,44,53,65,64,57,53,51,45,42,48,44,39,39,37,31,36,32,32,30,28,25,22,21,18,18,17,16,19
559,2,121,769,11,10,10,11,14,14,15,14,16,15,18,19,25,24,28,26,32,41,49,51,46,56,46,35,30,24,24,21,22,22
559,2,120,342,10,9,9,11,11,10,11,11,10,11,8,10,11,8,12,12,12,14,15,12,13,14,19,12,10,11,11,11,12,12
561,2,121,308,8,11,7,11,8,11,11,10,12,10,11,11,12,9,10,10,9,11,9,11,11,11,10,10,11,11,10,13,10,9
561,2,122,649,11,9,8,10,10,11,9,9,10,11,18,21,18,19,17,21,34,39,34,37,52,55,40,28,25,21,21,19,16,16
561,2,125,385,16,21,19,17,18,18,17,14,11,12,13,10,13,9,14,11,9,11,12,9,14,10,12,11,10,9,11,11,13,10
561,2,125,385,16,21,19,17,18,18,17,14,11,12,13,10,13,9,14,11,9,11,12,9,14,10,12,11,10,9,11,11,13,10
561,2,124,1688,78,127,102,103,142,149,115,80,63,57,67,74,60,49,43,39,36,34,32,27,26,25,23,21,20,22,18,20,18,18
561,2,123,2138,20,29,29,39,68,79,59,45,37,51,133,177,140,103,91,98,123,126,97,87,89,80,64,51,46,41,37,34,33,32
563,1,127,301,12,11,11,11,9,12,9,10,9,11,9,10,9,12,10,8,7,10,10,10,10,9,10,10,9,11,9,11,10,12
563,1,127,301,12,11,11,11,9,12,9,10,9,11,9,10,9,12,10,8,7,10,10,10,10,9,10,10,9,11,9,11,10,12
563,1,123,352,11,8,10,9,10,10,11,10,10,9,10,12,9,11,15,10,11,14,19,18,16,14,14,12,12,12,12,12,12,9
563,1,126,744,58,99,72,44,38,35,27,25,24,20,20,21,20,18,17,19,14,12,14,12,15,15,16,14,15,13,13,11,11,12
563,1,126,744,58,99,72,44,38,35,27,25,24,20,20,21,20,18,17,19,14,12,14,12,15,15,16,14,15,13,13,11,11,12
563,1,125,2548,149,255,181,117,112,125,106,88,76,73,82,120,145,120,94,78,67,70,70,63,53,46,44,37,33,34,29,28,27,26
563,1,125,2548,149,255,181,117,112,125,106,88,76,73,82,120,145,120,94,78,67,70,70,63,53,46,44,37,33,34,29,28,27,26
563,1,124,1560,16,22,16,16,16,21,23,18,17,22,31,71,103,95,75,66,68,109,139,132,100,75,59,49,43,37,34,33,28,26
793,5,74,333,12,18,16,14,12,13,12,12,10,11,10,11,11,10,11,9,9,12,9,11,10,9,11,8,11,9,11,10,11,10
793,5,73,636,24,54,55,39,36,34,34,33,25,20,19,17,17,16,15,14,14,15,13,14,15,14,12,14,11,13,13,13,11,12
792,5,73,636,24,54,55,39,36,34,34,33,25,20,19,17,17,16,15,14,14,15,13,14,15,14,12,14,11,13,13,13,11,12
792,9,47,306,9,11,10,8,11,8,11,13,7,12,9,11,12,11,9,10,10,8,12,9,11,12,11,11,9,10,12,10,10,9
792,9,50,407,13,16,15,21,21,18,15,17,15,13,14,13,11,14,12,13,10,14,12,12,12,13,14,11,13,10,12,13,10,10
792,9,49,1534,28,63,80,112,118,97,85,76,64,54,47,49,51,46,43,36,40,44,45,42,42,46,45,37,32,28,22,22,21,19
792,9,48,948,15,26,34,52,58,52,48,47,42,34,31,32,37,33,29,26,28,31,32,31,30,31,28,26,22,20,19,19,18,17
793,8,80,350,12,8,11,10,13,10,12,10,10,13,11,19,17,15,12,14,14,13,11,11,10,11,11,10,9,10,12,9,11,11
792,7,56,562,17,29,28,25,23,22,19,21,18,24,24,21,20,17,20,20,18,21,22,18,16,17,16,13,13,12,13,13,11,11
792,7,57,2237,112,210,181,143,121,106,90,80,78,80,84,72,62,62,59,57,59,67,68,65,62,57,49,40,35,32,30,28,25,23
792,7,58,830,50,89,73,55,43,35,33,28,25,26,27,23,20,20,21,20,19,21,20,22,20,23,18,17,16,14,12,14,14,12
792,5,70,1238,17,30,22,18,15,12,14,23,113,194,154,98,68,50,44,37,34,33,28,27,25,25,22,24,21,19,19,19,18,15
793,8,84,299,9,7,11,9,11,10,9,11,7,10,8,9,11,10,8,10,10,10,10,10,9,13,10,11,9,10,11,14,11,11
792,5,69,836,10,13,13,13,27,46,45,44,69,88,70,49,36,28,25,25,21,22,19,17,19,19,19,14,17,15,15,12,13,13
793,6,74,398,9,9,10,9,10,9,12,11,13,12,13,15,15,13,20,24,22,20,17,15,14,12,13,14,11,11,12,11,11,11
792,5,71,1605,48,102,75,48,32,29,30,38,99,191,172,120,87,65,52,44,38,35,34,31,29,24,28,24,25,22,23,21,19,20
793,5,71,1605,48,102,75,48,32,29,30,38,99,191,172,120,87,65,52,44,38,35,34,31,29,24,28,24,25,22,23,21,19,20
793,5,72,764,18,33,31,26,26,38,51,50,54,52,42,35,28,25,23,19,18,17,17,16,16,15,18,14,17,16,15,12,10,12
792,5,72,764,18,33,31,26,26,38,51,50,54,52,42,35,28,25,23,19,18,17,17,16,16,15,18,14,17,16,15,12,10,12
792,5,67,503,17,32,31,24,26,34,29,24,21,16,13,17,13,14,13,13,12,14,11,15,13,11,13,12,11,11,12,10,9,12
793,8,82,10440,22,55,76,113,109,95,168,459,593,622,870,1023,1023,1023,701,496,403,352,306,278,254,221,196,183,164,148,137,127,116,107
793,6,72,2569,103,216,170,166,159,118,90,91,81,67,65,72,67,59,84,112,107,100,86,88,89,70,56,47,42,38,36,31,32,27
792,6,72,2569,103,216,170,166,159,118,90,91,81,67,65,72,67,59,84,112,107,100,86,88,89,70,56,47,42,38,36,31,32,27
792,5,68,1197,26,54,49,44,97,148,123,90,65,48,41,37,33,30,25,26,25,23,24,22,20,19,18,16,17,15,16,16,16,14
793,8,83,1538,10,10,17,19,19,20,34,94,123,118,124,135,136,103,74,57,51,46,43,38,37,33,30,28,25,25,23,23,22,21
793,6,73,2118,20,36,33,50,62,50,45,64,68,54,62,86,78,71,127,185,169,143,112,102,89,74,61,51,45,40,38,38,34,31
792,6,73,2118,20,36,33,50,62,50,45,64,68,54,62,86,78,71,127,185,169,143,112,102,89,74,61,51,45,40,38,38,34,31
792,6,71,621,36,72,58,39,35,26,20,23,16,18,17,14,16,13,13,15,16,13,16,13,18,12,14,13,13,13,14,13,11,11
793,6,71,621,36,72,58,39,35,26,20,23,16,18,17,14,16,13,13,15,16,13,16,13,18,12,14,13,13,13,14,13,11,11
793,8,81,5066,18,36,42,47,45,35,48,95,129,193,377,605,738,581,369,253,197,164,144,132,121,107,99,87,78,75,71,62,60,58
794,9,61,324,13,14,14,11,11,10,13,12,10,11,10,11,11,10,11,11,9,13,9,11,11,8,11,8,11,11,11,10,8,10
794,9,60,509,29,53,48,33,25,21,19,18,13,15,16,11,14,11,13,13,10,13,10,14,11,12,10,12,11,11,12,10,11,10
794,9,55,770,9,10,10,10,11,13,10,11,8,10,9,8,12,10,15,18,27,44,50,54,60,65,63,54,44,34,29,26,24,22
794,9,55,770,9,10,10,10,11,13,10,11,8,10,9,8,12,10,15,18,27,44,50,54,60,65,63,54,44,34,29,26,24,22
794,9,56,755,10,9,9,9,10,11,10,11,11,18,24,27,31,35,38,44,53,60,53,43,37,29,28,27,23,23,20,19,17,16
795,9,134,363,22,22,16,15,15,11,11,13,11,13,12,10,12,12,11,11,10,13,11,11,10,11,12,12,9,8,11,8,10,10
794,9,57,866,11,9,9,10,12,23,26,32,46,74,96,73,55,45,38,32,32,25,23,22,20,20,18,18,18,18,15,17,15,14
795,9,135,1425,222,239,153,97,70,59,50,44,37,36,33,29,28,28,26,25,26,22,21,18,20,19,18,16,15,16,17,15,13,13
794,9,54,390,11,7,9,9,9,10,10,9,11,11,9,11,12,10,10,11,9,10,12,13,18,22,26,26,24,17,16,13,13,12
794,9,54,390,11,7,9,9,9,10,10,9,11,11,9,11,12,10,10,11,9,10,12,13,18,22,26,26,24,17,16,13,13,12
794,9,53,310,8,13,10,11,11,10,9,11,12,11,10,10,11,9,10,11,11,11,10,10,11,10,7,10,10,11,11,8,12,11
794,9,53,310,8,13,10,11,11,10,9,11,12,11,10,10,11,9,10,11,11,11,10,10,11,10,7,10,10,11,11,8,12,11
795,9,137,1677,9,12,15,16,17,26,43,72,119,139,119,101,87,81,88,80,68,63,59,56,66,66,52,42,37,33,30,28,26,27
