column;detector;hcid;padrow;position;uncal_slope;slope;uncal_dy;uncal_y;dy;x;y;z
3;353;706;11;2;0.006;0.0372836;0.091374;62.8248;0.581018;362.975;62.8248;-160
0;444;888;1;1635;0.004;0.0432445;0.049276;4.04373;0.540022;299.975;4.04372;-192.25
0;445;890;2;2010;-0.019;0.0179199;-0.245119;8.32808;0.236895;312.575;8.32807;-199.75
0;445;890;2;18;0.017;0.0539199;0.219317;9.02808;0.712803;312.575;9.02807;-199.75
0;446;892;2;457;0.016;0.0521163;0.215728;14.9135;0.71768;325.175;14.9135;-207.5
0;446;892;2;460;0.018;0.0541163;0.242694;14.951;0.745221;325.175;14.951;-207.5
1;447;894;2;1503;0.026;0.0595196;0.36569;19.9828;0.860865;337.775;19.9828;-215.25
1;447;894;2;1511;0.032;0.0655196;0.45008;20.0828;0.947647;337.775;20.0828;-215.25
1;448;896;2;1947;0.033;0.0659911;0.483351;25.9456;0.993238;350.375;25.9456;-223
1;448;896;2;1949;0.035;0.0679911;0.512645;25.9706;1.02334;350.375;25.9706;-223
1;449;898;2;302;0.001;0.0326312;0.015229;30.5748;0.506811;362.975;30.5748;-226
1;449;898;2;323;0.016;0.0476312;0.243664;30.8373;0.739783;362.975;30.8373;-226
2;450;901;14;1657;0.001;0.038973;0.012319;112.319;0.488638;299.975;112.319;192.25
2;450;901;15;1648;-0.002;0.035973;-0.024638;112.206;0.451025;299.975;112.206;184.75
2;450;901;15;1658;0.005;0.042973;0.061595;112.331;0.53879;299.975;112.331;184.75
2;451;903;13;1779;0.015;0.051387;0.193515;113.441;0.690943;312.575;113.441;199.75
2;451;903;13;1786;0.02;0.056387;0.25802;113.528;0.758172;312.575;113.528;199.75
2;453;907;13;1978;-0.003;0.0298926;-0.042195;115.92;0.441518;337.775;115.92;215.25
2;454;909;13;9;0.036;0.0681;0.527292;117.321;1.0201;350.375;117.321;223
2;454;909;13;33;0.051;0.0831;0.746997;117.621;1.24479;350.375;117.621;223
3;30;60;5;505;-0.03;-0.0267057;-0.36957;69.5187;-3.60869;299.975;69.5187;259.75
2;44;88;3;1660;0.001;0.0355247;0.013483;40.3761;0.499118;325.175;40.3761;22.5
2;46;92;3;14;-0.002;0.0311828;-0.029294;45.3831;0.46727;350.375;45.3832;22.5
2;46;92;4;0;-0.025;0.0081828;-0.366175;45.2081;0.122618;350.375;45.2082;13.5
2;47;94;3;190;0.004;0.0362123;0.060916;47.1748;0.565785;362.975;47.1748;22.5
1;180;360;14;1612;-0.037;-0.0341787;-0.455803;21.7562;-4.86103;299.975;21.7562;192.25
1;180;360;14;1612;-0.037;-0.0341787;-0.455803;21.7562;-4.86103;299.975;21.7562;192.25
1;181;362;13;1728;-0.026;-0.0226025;-0.335426;22.8031;-2.96371;312.575;22.8031;199.75
1;183;366;13;1931;-0.019;0.0146072;-0.267235;25.3328;0.211395;337.775;25.3328;215.25
1;183;366;13;1934;-0.018;0.0156072;-0.25317;25.3703;0.225867;337.775;25.3703;215.25
1;184;368;13;2033;-0.028;-0.0238074;-0.410116;27.0206;-2.01998;350.375;27.0206;223
1;185;370;13;69;-0.014;0.016782;-0.213206;27.6623;0.264745;362.975;27.6623;226
0;185;371;13;1603;0.002;0.032782;0.030458;75.2373;0.517153;362.975;75.2373;226
3;192;385;4;1721;0.041;0.0801305;0.505079;131.16;1.01514;299.975;131.16;13.5
3;192;385;4;1724;0.038;0.0771305;0.468122;131.197;0.977132;299.975;131.197;13.5
3;193;387;3;1866;0.03;0.067187;0.38703;132.489;0.891678;312.575;132.489;22.5
3;193;387;3;1883;0.051;0.088187;0.657951;132.701;1.17038;312.575;132.701;22.5
3;194;389;3;1952;0.005;0.0408264;0.067415;134.026;0.567351;325.175;134.026;22.5
3;194;389;3;1985;0.029;0.0648264;0.391007;134.439;0.900871;325.175;134.439;22.5
3;195;391;3;117;0.028;0.062024;0.39382;136.246;0.894492;337.775;136.246;22.5
3;196;393;3;248;0.046;0.0789268;0.673762;138.308;1.19214;350.375;138.308;22.5
3;196;393;3;237;0.032;0.0649268;0.468704;138.171;0.98068;350.375;138.171;22.5
3;197;395;3;435;0.034;0.0552488;0.517786;140.237;1.13379;362.975;140.237;22.5
3;197;395;3;411;0.017;0.0382488;0.258893;139.937;0.784925;362.975;139.937;22.5
0;332;664;1;1507;-0.024;0.0105578;-0.323592;2.43849;0.148396;325.175;2.43841;303.5
0;333;666;1;1657;-0.022;0.0122549;-0.30943;3.9078;0.176532;337.775;3.90772;317.25
0;333;666;2;1623;-0.02;0.0142549;-0.2813;3.48279;0.205342;337.775;3.48272;308.75
0;334;668;2;1784;-0.021;0.0108677;-0.307587;5.90813;0.164726;350.375;5.90807;322
0;334;668;2;1791;-0.017;0.0148677;-0.248999;5.99564;0.225356;350.375;5.99557;322
0;372;744;3;1803;-0.007;0.0311237;-0.086233;6.18497;0.39521;299.975;6.18484;22.5
0;372;744;3;276;0.006;0.0441237;0.073914;12.6975;0.560285;299.975;12.6973;22.5
0;372;744;3;261;-0.038;0.000123717;-0.468122;12.51;0.00157097;299.975;12.5098;22.5
0;414;828;10;647;-0.011;0.0263921;-0.135509;17.2937;0.33678;299.975;17.2937;-259.75
0;414;828;11;684;-0.031;0.00639206;-0.381889;17.7562;0.081567;299.975;17.7562;-267.25
1;415;830;12;1521;-0.007;0.0293215;-0.090307;20.2156;0.386291;312.575;20.2156;-274.75
1;416;832;12;1760;-0.002;0.0325036;-0.026966;23.601;0.450842;325.175;23.601;-287.5
1;417;834;11;1998;-0.004;0.0279768;-0.05626;26.1703;0.412969;337.775;26.1703;-291.75
1;417;834;12;1980;-0.034;-0.00202322;-0.47821;25.9453;-0.029865;337.775;25.9453;-300.25
1;418;836;11;135;-0.008;0.0239374;-0.117176;28.8956;0.359549;350.375;28.8956;-304
1;418;836;11;154;0.005;0.0369374;0.073235;29.1331;0.554815;350.375;29.1331;-304
1;419;838;12;415;0.004;0.0346275;0.060916;31.9873;0.538133;362.975;31.9873;-316
0;468;937;8;740;0.001;0.0398819;0.012319;90.4562;0.501253;299.975;90.4562;-120.75
1;468;937;8;1399;0.03;0.0688819;0.36957;91.0937;0.865738;299.975;91.0937;-120.75
1;469;939;9;1886;0.049;0.0860321;0.632149;96.7781;1.14491;312.575;96.7781;-128.25
0;492;985;8;682;0.017;0.0553433;0.209423;89.7725;0.701759;299.975;89.7725;-22.5
1;494;989;8;1618;-0.017;-0.0115084;-0.229211;93.8511;-0.741743;325.175;93.8511;-22.5
1;494;989;8;1623;-0.013;-0.00750837;-0.175279;93.9136;-0.483933;325.175;93.9136;-22.5
1;495;991;8;1803;0.012;0.0457658;0.16878;95.7207;0.664444;337.775;95.7208;-22.5
1;495;991;8;1819;0.024;0.0577658;0.33756;95.9208;0.838665;337.775;95.9208;-22.5
1;496;993;8;1955;0.021;0.0532743;0.307587;98.0456;0.80815;350.375;98.0457;-22.5
1;496;993;8;1964;0.027;0.0592743;0.395469;98.1581;0.899168;350.375;98.1581;-22.5
1;497;995;9;50;-0.012;0.0192141;-0.182748;99.4248;0.300347;362.975;99.4248;-31.5
1;497;995;9;77;0.007;0.0382141;0.106603;99.7623;0.597348;362.975;99.7623;-31.5
3;534;1069;2;2032;0.021;0.0604705;0.258699;135.006;0.756022;299.975;135.006;-199.75
3;534;1069;2;2044;0.03;0.0694705;0.36957;135.156;0.868543;299.975;135.156;-199.75
3;535;1071;3;85;0.031;0.0629517;0.399931;135.866;0.972935;312.575;135.866;-207.25
3;535;1071;3;74;0.022;0.0539517;0.283822;135.728;0.833838;312.575;135.728;-207.25
3;536;1073;3;165;0.05;0.0846345;0.67415;137.263;1.19551;325.175;137.263;-215.5
3;536;1073;3;150;0.034;0.0686345;0.458422;137.076;0.969501;325.175;137.076;-215.5
3;537;1075;3;222;0.018;0.0508448;0.25317;137.57;0.742509;337.775;137.57;-223.75
3;537;1075;3;232;0.025;0.0578448;0.351625;137.695;0.844733;337.775;137.695;-223.75
3;539;1079;4;386;0.026;0.0567613;0.395954;139.625;0.88883;362.975;139.625;-244
3;539;1079;4;382;0.022;0.0527613;0.335038;139.575;0.826193;362.975;139.575;-244
1;6;12;13;810;0.044;0.0815858;0.542036;37.3312;1.04012;299.975;37.3312;75.75
2;6;12;13;1411;0.039;0.0765858;0.480441;37.2437;0.97638;299.975;37.2437;75.75
2;8;16;12;531;0.039;0.0590243;0.525837;51.8385;1.19393;325.175;51.8385;84.5
1;11;23;12;1547;-0.026;0.00558882;-0.395954;92.5373;0.0876707;362.975;92.5373;88
0;72;145;0;125;-0.044;-0.00532246;-0.542036;82.81;-0.0673889;299.975;82.81;49
0;73;147;0;1730;-0.062;-0.0248706;-0.799862;76.7887;-0.329266;312.575;76.7887;49
0;73;147;0;1731;-0.061;-0.0238706;-0.786961;76.8012;-0.316027;312.575;76.8012;49
3;96;192;14;1753;-0.043;-0.00485293;-0.529717;59.5187;-0.0618385;299.975;59.5187;68.25
2;96;193;1;636;0.004;0.0421471;0.049276;125.156;0.53706;299.975;125.156;165.75
2;96;193;1;661;0.022;0.0601471;0.271018;125.469;0.766425;299.975;125.469;165.75
3;97;194;14;1516;-0.041;-0.00382328;-0.528941;56.1531;-0.0505619;312.575;56.153;68.25
2;97;195;0;771;-0.014;0.0231767;-0.180614;126.441;0.306506;312.575;126.441;173.25
3;97;195;0;1457;0.038;0.0751767;0.490238;127.416;0.994192;312.575;127.416;173.25
2;99;198;13;501;-0.041;-0.00769549;-0.576665;51.0578;-0.113103;337.775;51.0578;77.25
3;99;199;0;1797;0.049;0.0823045;0.689185;131.658;1.20966;337.775;131.658;187.25
3;99;199;0;1792;0.045;0.0783045;0.632925;131.595;1.15087;337.775;131.595;187.25
2;100;200;13;279;-0.042;-0.00962279;-0.615174;48.6956;-0.146284;350.375;48.6956;78
3;100;201;0;1950;0.04;0.0723772;0.58588;133.983;1.10026;350.375;133.983;194.25
3;100;201;0;1958;0.052;0.0843772;0.761644;134.083;1.28268;350.375;134.083;194.25
2;101;202;13;42;-0.042;-0.0101226;-0.639618;45.3248;-0.1586;362.975;45.3248;79
3;101;203;0;13;0.013;0.0448774;0.197977;134.962;0.70313;362.975;134.962;195.75
1;126;252;7;278;0.039;0.0780238;0.480441;30.6812;0.991547;299.975;30.6813;120.75
1;126;252;7;315;0.062;0.101024;0.763778;31.1437;1.28384;299.975;31.1438;120.75
1;126;252;7;304;0.043;0.0820238;0.529717;31.0062;1.04238;299.975;31.0063;120.75
2;127;254;7;717;-0.045;-0.00708731;-0.580545;53.7656;-0.0942084;312.575;53.7656;120.75
3;127;254;7;1419;0.02;0.0579127;0.25802;54.9406;0.769807;312.575;54.9406;120.75
2;129;258;12;1900;-0.044;-0.00937522;-0.61886;42.9453;-0.135641;337.775;42.9453;85.75
3;133;266;4;1620;0.009;0.0454919;0.116109;57.4137;0.610939;312.575;57.4137;13.5
3;133;266;4;1619;0.008;0.0444919;0.103208;57.4012;0.597509;312.575;57.4012;13.5
3;134;268;4;1774;-0.011;0.0251887;-0.148313;59.8011;0.35079;325.175;59.8012;13.5
3;134;268;4;1776;-0.009;0.0271887;-0.121347;59.8261;0.378643;325.175;59.8261;13.5
3;135;270;4;1949;0.001;0.0356144;0.014065;61.5457;0.515687;337.775;61.5458;13.5
3;135;270;4;1951;0.003;0.0376144;0.042195;61.5708;0.544646;337.775;61.5708;13.5
3;136;272;4;122;0.019;0.0519523;0.278293;64.7331;0.792593;350.375;64.7332;13.5
3;137;274;4;292;-0.006;0.0260194;-0.091374;66.4498;0.409245;362.975;66.4499;13.5
3;137;274;4;309;0.007;0.0390194;0.106603;66.6623;0.613715;362.975;66.6624;13.5
2;139;279;11;422;-0.036;0.000158401;-0.464436;122.078;0.00213996;312.575;122.078;-143.25
2;139;279;11;460;-0.009;0.0271584;-0.116109;122.553;0.366904;312.575;122.553;-143.25
2;140;281;11;845;0.059;0.0950236;0.795497;127.763;1.32412;325.175;127.764;-148.5
3;140;281;11;1458;0.052;0.0880236;0.701116;127.826;1.22658;325.175;127.826;-148.5
3;141;283;11;1743;0.046;0.079801;0.64699;130.983;1.16345;337.775;130.983;-153.75
2;168;336;7;102;-0.005;0.0344149;-0.061595;46.4812;0.437018;299.975;46.4812;-113.25
2;169;338;8;249;-0.004;0.0333195;-0.051604;47.9156;0.442489;312.575;47.9156;-120.75
2;170;340;8;379;0;0.0360064;0;49.9385;0.503237;325.175;49.9385;-124.5
2;170;340;8;377;-0.001;0.0350064;-0.013483;49.9135;0.489261;325.175;49.9135;-124.5
2;171;342;8;524;0.001;0.0349726;0.014065;51.3453;0.509857;337.775;51.3453;-128.25
2;172;344;8;603;-0.017;0.0159283;-0.248999;52.7456;0.242987;350.375;52.7456;-132
2;172;344;8;628;0;0.0329283;0;53.0581;0.502324;350.375;53.0581;-132
2;173;346;9;771;0.004;0.0353952;0.060916;54.4373;0.556167;362.975;54.4373;-142
3;173;346;9;1381;0.005;0.0363952;0.076145;54.4623;0.57188;362.975;54.4623;-142
1;180;360;7;331;-0.029;-0.0261787;-0.357251;31.3437;-3.72324;299.975;31.3437;244.75
1;181;362;6;464;-0.017;-0.0136025;-0.219317;32.6031;-1.7836;312.575;32.6031;252.25
2;183;366;6;1398;-0.007;0.0266072;-0.098455;36.6703;0.385058;337.775;36.6703;274.75
2;184;368;6;1569;-0.024;-0.0198074;-0.351528;39.2206;-1.68059;350.375;39.2206;286
2;185;370;5;1717;0.002;0.032782;0.030458;40.6623;0.517153;362.975;40.6623;298
1;216;433;11;769;0.025;0.0631549;0.307975;108.819;0.797735;299.975;108.819;90.75
2;216;433;11;1387;0.042;0.0801549;0.517398;108.944;1.01247;299.975;108.944;90.75
2;217;435;11;1533;0.022;0.0509734;0.283822;110.366;0.791137;312.575;110.366;90.75
2;218;437;10;1699;0.017;0.0509321;0.229211;112.838;0.71987;325.175;112.839;100.5
2;220;441;10;2043;0.022;0.0454409;0.322234;117.146;0.848161;350.375;117.146;105
2;220;441;10;2039;0.018;0.0414409;0.263646;117.096;0.773501;350.375;117.096;105
0;228;456;14;1500;-0.027;-0.0125853;-0.332613;2.35623;-0.314294;299.975;2.35629;-165.75
0;229;458;15;1677;-0.017;0.0203082;-0.219317;4.16559;0.267558;312.575;4.16564;-173.25
0;230;460;15;1851;-0.004;0.0381488;-0.053932;6.73848;0.749762;325.175;6.73854;-180.25
0;231;462;15;2009;-0.014;0.0231546;-0.19691;8.3078;0.326918;337.775;8.30785;-187.25
0;232;464;15;117;-0.02;-0.0095068;-0.29294;10.6706;-0.319341;350.375;10.6707;-194.25
1;252;504;3;779;0.056;0.0951438;0.689864;36.985;1.20848;299.975;36.985;22.5
1;252;504;3;759;0.041;0.0801438;0.505079;36.735;1.01796;299.975;36.735;22.5
2;253;506;3;1881;0.004;0.0419081;0.051604;42.6762;0.552754;312.575;42.6762;22.5
2;253;506;3;1954;0.055;0.0929081;0.709555;43.5887;1.22543;312.575;43.5887;22.5
2;253;506;3;1957;0.061;0.0989081;0.786961;43.6262;1.30457;312.575;43.6262;22.5
2;254;508;3;472;0.037;0.0731267;0.498871;51.1261;1.01926;325.175;51.1261;22.5
2;254;508;3;504;0.062;0.0981267;0.835946;51.5261;1.36772;325.175;51.5261;22.5
3;257;514;2;826;0.061;0.0914831;0.928969;73.1248;1.47013;362.975;73.1248;31.5
1;288;576;6;537;0.007;0.046047;0.086233;33.9187;0.576651;299.975;33.9187;-105.75
1;288;576;6;544;0.012;0.051047;0.147828;34.0062;0.639267;299.975;34.0062;-105.75
2;289;578;7;1546;0.012;0.0488905;0.154812;38.5281;0.652329;312.575;38.5281;-113.25
2;289;578;7;1554;0.017;0.0538905;0.219317;38.6281;0.719043;312.575;38.6281;-113.25
2;290;580;7;1921;-0.003;0.0325244;-0.040449;43.6135;0.454265;325.175;43.6135;-116.5
2;290;580;7;1938;0.009;0.0445244;0.121347;43.826;0.621868;325.175;43.826;-116.5
2;291;582;7;287;0.029;0.0627371;0.407885;48.3828;0.915012;337.775;48.3828;-119.75
2;292;584;7;569;-0.013;0.0175552;-0.190411;52.3206;0.276255;350.375;52.3206;-123
2;292;584;7;650;0.044;0.0745552;0.644468;53.3331;1.17323;350.375;53.3331;-123
3;293;586;8;1646;0.034;0.0652992;0.517786;57.7748;1.02581;362.975;57.7748;-133
3;293;586;8;1647;0.034;0.0652992;0.517786;57.7873;1.02581;362.975;57.7873;-133
2;522;1044;1;396;0.033;0.0710996;0.406527;50.1975;0.90756;299.975;50.1975;40.5
3;523;1046;1;1880;0.058;0.0952655;0.748258;60.6637;1.25483;312.575;60.6637;40.5
3;524;1048;1;548;-0.002;0.0327398;-0.026966;70.0761;0.466068;325.175;70.0761;40.5
3;524;1048;1;650;0.063;0.0977398;0.849429;71.3511;1.39138;325.175;71.3511;40.5
0;525;1051;1;2015;-0.012;0.0220266;-0.16878;80.3708;0.316487;337.775;80.3707;40.5
2;4;8;4;256;-0.049;-0.0171855;-0.717703;48.4081;-0.261775;350.375;48.4081;304
2;4;8;4;338;0.009;0.0408145;0.131823;49.4331;0.621698;350.375;49.4331;304
3;186;372;9;1697;-0.011;0.0279559;-0.135509;58.8187;0.354172;299.975;58.8187;105.75
3;186;372;9;1739;0.018;0.0569559;0.221742;59.3437;0.72157;299.975;59.3437;105.75
3;187;374;8;2032;0.024;0.0615079;0.309624;62.6031;0.815136;312.575;62.6031;113.25
3;187;374;8;2034;0.025;0.0625079;0.322525;62.6281;0.828389;312.575;62.6281;113.25
3;189;378;8;554;0.02;0.0539693;0.2813;69.7203;0.783288;337.775;69.7203;119.75
3;189;378;8;565;0.027;0.0609693;0.379755;69.8578;0.884883;337.775;69.8578;119.75
2;306;612;6;608;-0.019;0.0193752;-0.234061;52.8062;0.245896;299.975;52.8062;128.25
2;306;612;6;634;-0.001;0.0373752;-0.012319;53.1312;0.474338;299.975;53.1312;128.25
3;307;614;5;1432;-0.003;0.0338336;-0.038703;55.1031;0.450336;312.575;55.103;135.75
3;309;618;5;1787;-0.01;0.022554;-0.14065;59.5328;0.349542;337.775;59.5327;145.25
3;309;618;5;1803;0.002;0.034554;0.02813;59.7328;0.535517;337.775;59.7327;145.25
2;324;649;0;1799;0.01;0.049225;0.12319;114.094;0.619105;299.975;114.094;-184.75
2;324;649;0;1810;0.018;0.057225;0.221742;114.231;0.719721;299.975;114.231;-184.75
2;329;659;2;191;0.019;0.0498146;0.289351;119.187;0.78772;362.975;119.187;-226
3;438;877;4;2002;-0.036;0.00322722;-0.443484;134.631;0.040682;299.975;134.631;-90.75
3;438;877;4;2004;-0.035;0.00422722;-0.431165;134.656;0.0532878;299.975;134.656;-90.75
2;447;895;15;1502;-0.045;-0.0114804;-0.632925;109.97;-0.166048;337.775;109.97;-325.25
0;448;897;15;527;-0.025;0.00799114;-0.366175;87.7956;0.120275;350.375;87.7956;-339.25
3;449;898;15;678;-0.055;-0.0233688;-0.837595;71.2748;-0.362951;362.975;71.2748;-342.75
1;472;944;7;203;0.055;0.0883304;0.805585;29.7456;1.32576;350.375;29.7456;-123
0;486;972;4;1766;-0.014;0.0242015;-0.172466;5.68123;0.308298;299.975;5.68124;143.25
0;487;974;3;1975;-0.01;0.0273842;-0.12901;7.89058;0.362824;312.575;7.8906;150.75
0;488;976;3;112;-0.01;0.024943;-0.13483;10.601;0.34866;325.175;10.601;156.5
0;489;978;3;330;0;0.0342075;0;12.9203;0.493496;337.775;12.9203;162.25
1;499;998;15;713;0.023;0.0590741;0.296723;35.7156;0.787261;312.575;35.7156;-173.25
1;499;998;15;703;0.015;0.0510741;0.193515;35.5906;0.680648;312.575;35.5906;-173.25
0;510;1020;8;114;-0.026;0.0122951;-0.320294;10.6312;0.156826;299.975;10.6312;237.25
0;510;1020;9;122;-0.038;0.000295115;-0.468122;10.7312;0.00376422;299.975;10.7312;229.75
0;511;1022;7;249;-0.015;0.0235699;-0.193515;11.9156;0.304636;312.575;11.9156;244.75
1;511;1023;0;1402;-0.024;0.0145699;-0.309624;90.7281;0.188313;312.575;90.7281;297.25
0;512;1024;7;365;-0.024;0.012258;-0.323592;13.7635;0.168029;325.175;13.7635;255.5
0;512;1024;7;369;-0.021;0.015258;-0.283143;13.8135;0.209152;325.175;13.8135;255.5
0;513;1026;7;500;-0.018;0.0176818;-0.25317;15.0453;0.249662;337.775;15.0453;266.25
0;514;1028;7;598;-0.021;0.0126527;-0.307587;16.6831;0.187343;350.375;16.6831;277
0;515;1030;7;706;-0.012;0.0208316;-0.182748;17.6248;0.320527;362.975;17.6248;280
2;66;133;3;1651;0.053;0.0915388;0.652907;112.244;1.16011;299.975;112.244;150.75
1;66;133;5;1868;-0.054;-0.0154612;-0.665226;96.9562;-0.195946;299.975;96.9562;135.75
1;66;133;5;70;-0.037;0.00153881;-0.455803;100.081;0.019502;299.975;100.081;135.75
2;66;133;5;1707;-0.043;-0.00446119;-0.529717;112.944;-0.0565384;299.975;112.944;135.75
3;76;153;7;132;-0.056;-0.0227023;-0.820232;136.858;-0.341656;350.375;136.858;-13.5
0;76;153;8;1505;-0.036;-0.0027023;-0.527292;74.4206;-0.0406681;350.375;74.4206;-22.5
1;76;153;10;171;-0.032;0.0012977;-0.468704;101.346;0.0195296;350.375;101.346;-40.5
0;77;155;8;1687;0.059;0.090706;0.898511;76.2873;1.41821;362.975;76.2873;-22.5
2;79;158;3;136;0.011;0.0469727;0.141911;46.5031;0.626513;312.575;46.5031;-83.25
2;79;158;3;142;0.015;0.0509727;0.193515;46.5781;0.679864;312.575;46.5781;-83.25
1;144;288;9;747;-0.01;0.0293369;-0.12319;36.5437;0.371225;299.975;36.5438;-252.25
0;144;289;13;2007;-0.015;0.0243369;-0.184785;80.6937;0.307956;299.975;80.6938;-282.25
0;144;289;14;3;-0.009;0.0303369;-0.110871;81.2437;0.383879;299.975;81.2438;-289.75
2;145;290;11;1510;-0.006;0.0314344;-0.077406;38.0781;0.415672;312.575;38.0781;-267.25
0;145;291;14;1910;-0.033;0.00443445;-0.425733;79.0781;0.0586387;312.575;79.0781;-289.75
2;146;292;11;1638;-0.012;0.0236184;-0.161796;40.076;0.329476;325.175;40.076;-279.5
0;146;293;13;1648;-0.036;-0.000381621;-0.485388;76.201;-0.0053236;325.175;76.201;-295.5
2;147;294;10;1761;-0.015;0.0183582;-0.210975;41.2078;0.26772;337.775;41.2078;-283.25
2;147;294;11;1738;-0.029;0.00435822;-0.407885;40.9203;0.0635565;337.775;40.9203;-291.75
3;147;294;13;741;-0.044;-0.0106418;-0.61886;72.0578;-0.15519;337.775;72.0578;-308.75
0;147;295;12;1399;-0.039;-0.00564178;-0.548535;72.6828;-0.0822748;337.775;72.6828;-300.25
2;148;296;10;1856;-0.003;0.0296405;-0.043941;42.8081;0.450875;350.375;42.8082;-295
2;148;296;10;1857;-0.002;0.0306405;-0.029294;42.8206;0.466087;350.375;42.8207;-295
3;148;296;12;353;-0.058;-0.0253595;-0.849526;67.6206;-0.385756;350.375;67.6207;-313
2;149;298;11;2009;-0.004;0.0267804;-0.060916;44.3123;0.421803;362.975;44.3124;-307
3;306;612;5;649;0.011;0.0493752;0.135509;71.3187;0.626633;299.975;71.3187;135.75
3;306;612;5;695;0.041;0.0793752;0.505079;71.8937;1.00737;299.975;71.8937;135.75
3;306;612;5;714;0.06;0.0983752;0.73914;72.1312;1.24851;299.975;72.1312;135.75
3;330;660;9;435;0.016;0.0536595;0.197104;68.6437;0.685702;299.975;68.6436;229.75
3;331;662;8;549;-0.007;0.0302495;-0.090307;69.6656;0.398522;312.575;69.6655;237.25
3;332;664;8;703;0.002;0.0365578;0.026966;71.9885;0.51384;325.175;71.9884;247.5
3;332;664;8;704;0.003;0.0375578;0.040449;72.001;0.527896;325.175;72.0009;247.5
0;333;667;8;1445;0.012;0.0462549;0.16878;73.2578;0.6663;337.775;73.2577;257.75
0;334;669;8;1575;-0.004;0.0278677;-0.058588;75.2956;0.422402;350.375;75.2956;268
2;372;744;8;335;0.044;0.0821237;0.542036;49.435;1.04281;299.975;49.4348;-22.5
2;372;744;8;361;0.063;0.101124;0.776097;49.76;1.28407;299.975;49.7598;-22.5
0;372;744;9;1644;-0.026;0.0121237;-0.320294;4.19747;0.153947;299.975;4.19734;-31.5
3;373;746;8;1513;-0.001;0.0356977;-0.012901;56.0762;0.479239;312.575;56.0761;-22.5
3;373;746;8;1592;0.055;0.0916977;0.709555;57.0637;1.23103;312.575;57.0636;-22.5
0;374;748;9;1869;-0.025;0.0101621;-0.337075;6.9886;0.142012;325.175;6.98849;-31.5
0;375;750;10;1985;-0.024;0.00956349;-0.33756;7.99576;0.140142;337.775;7.99564;-40.5
0;375;751;8;1682;0.038;0.0715635;0.53447;76.2083;1.04868;337.775;76.2081;-22.5
0;376;752;10;68;-0.022;0.00986343;-0.322234;10.0581;0.149594;350.375;10.058;-40.5
3;438;877;9;1800;0.017;0.0562272;0.209423;132.106;0.708794;299.975;132.106;-128.25
3;438;877;9;1815;0.028;0.0672272;0.344932;132.294;0.847458;299.975;132.294;-128.25
3;440;881;10;2011;0.019;0.0547251;0.256177;134.738;0.760802;325.175;134.738;-140.5
3;440;881;10;2022;0.026;0.0617251;0.350558;134.876;0.858118;325.175;134.876;-140.5
3;441;883;10;65;0.008;0.0417435;0.11252;135.608;0.607948;337.775;135.608;-145.25
3;441;883;10;98;0.031;0.0647435;0.436015;136.02;0.942917;337.775;136.02;-145.25
3;442;885;10;141;0.001;0.0343725;0.014647;136.971;0.514461;350.375;136.971;-150
3;442;885;10;168;0.021;0.0543725;0.307587;137.308;0.813805;350.375;137.308;-150
3;443;887;11;292;0.031;0.0624273;0.472099;138.45;0.983439;362.975;138.45;-160
3;443;887;11;308;0.049;0.0804273;0.746221;138.65;1.267;362.975;138.65;-160
2;458;916;13;20;-0.042;-0.00652367;-0.566286;45.451;-0.0902056;325.175;45.451;76.5
2;458;916;13;248;-0.038;-0.00252367;-0.512354;48.301;-0.0348958;325.175;48.301;76.5
1;459;918;9;1774;-0.04;-0.00584456;-0.5626;23.3703;-0.0850134;337.775;23.3703;111.25
3;475;950;0;1531;-0.006;0.0297612;-0.077406;56.3406;0.396848;312.575;56.3406;-184.75
3;476;952;0;1690;-0.016;-0.0120855;-0.215728;58.726;-1.44159;325.175;58.726;-191.75
3;477;954;0;1891;0.021;0.0544936;0.295365;60.8328;0.787323;337.775;60.8328;-198.75
3;477;954;0;1882;0.014;0.0474936;0.19691;60.7203;0.686187;337.775;60.7203;-198.75
3;478;956;0;2015;0.004;0.0369897;0.058588;62.7956;0.553796;350.375;62.7956;-205.75
3;478;956;0;2016;0.005;0.0379897;0.073235;62.8081;0.568768;350.375;62.8081;-205.75
3;479;958;1;135;-0.001;0.0305448;-0.015229;64.4873;0.472909;362.975;64.4873;-217
3;479;958;1;140;0.002;0.0335448;0.030458;64.5498;0.519357;362.975;64.5498;-217
1;72;145;2;710;0;0.0386775;0;108.122;0.489705;299.975;108.122;31.5
2;74;149;2;2035;0.003;0.038489;0.040449;117.064;0.537047;325.175;117.064;31.5
2;74;149;2;49;0.045;0.080489;0.606735;117.839;1.12308;325.175;117.839;31.5
2;75;151;2;395;0.04;0.0745785;0.5626;121.721;1.0778;337.775;121.721;31.5
2;75;151;2;402;0.04;0.0745785;0.5626;121.808;1.0778;337.775;121.808;31.5
2;76;153;2;773;0.058;0.0912977;0.849526;126.871;1.37398;350.375;126.871;31.5
2;76;153;2;780;0.062;0.0952977;0.908114;126.958;1.43417;350.375;126.958;31.5
3;77;155;2;1696;0.044;0.075706;0.670076;130.4;1.18368;362.975;130.4;31.5
2;148;297;3;1887;-0.037;-0.00435953;-0.541939;115.196;-0.0663149;350.375;115.196;-232
2;148;297;4;712;-0.026;0.00664047;-0.380822;126.108;0.101011;350.375;126.108;-241
