column;detector;hcid;padrow;position;uncal_slope;slope;uncal_dy;uncal_y;dy;x;y;z
1;374;749;9;1390;0.011;0.0461621;0.148313;91.0011;0.645101;325.175;91.001;-31.5
1;375;751;9;1641;0.017;0.0505635;0.239105;93.6957;0.740948;337.775;93.6956;-31.5
1;375;751;9;1657;0.029;0.0625635;0.407885;93.8958;0.916794;337.775;93.8956;-31.5
1;376;753;9;1919;0.032;0.0638634;0.468704;97.5956;0.968587;350.375;97.5955;-31.5
1;379;758;13;121;-0.012;0.0243692;-0.154812;28.3156;0.324853;312.575;28.3155;-158.25
1;381;762;13;335;-0.012;0.0204823;-0.16878;30.9828;0.302934;337.775;30.9827;-170.75
1;382;764;13;417;-0.011;0.0214073;-0.161117;32.4206;0.32466;350.375;32.4205;-177
1;383;766;14;499;-0.026;0.0051508;-0.395954;33.0373;0.0808859;362.975;33.0372;-187
1;383;766;14;520;-0.01;0.0211508;-0.15229;33.2998;0.332143;362.975;33.2997;-187
3;414;828;0;77;0.037;0.0743921;0.455803;64.1687;0.949292;299.975;64.1687;-184.75
3;414;828;0;79;0.037;0.0743921;0.455803;64.1937;0.949292;299.975;64.1937;-184.75
2;414;829;2;1548;0.06;0.0973921;0.73914;110.956;1.24279;299.975;110.956;-199.75
3;415;830;1;583;0.059;0.0953215;0.761159;70.0906;1.2558;312.575;70.0906;-192.25
3;415;830;1;586;0.055;0.0913215;0.709555;70.1281;1.2031;312.575;70.1281;-192.25
2;415;830;9;222;-0.018;0.0183215;-0.232218;47.5781;0.241373;312.575;47.5781;-252.25
2;415;830;10;242;-0.051;-0.0146785;-0.657951;47.8281;-0.193379;312.575;47.8281;-259.75
2;415;830;10;320;0.006;0.0423215;0.077406;48.8031;0.557557;312.575;48.8031;-259.75
2;415;831;3;1957;0.01;0.0463215;0.12901;115.666;0.610254;312.575;115.666;-207.25
2;415;831;3;2016;0.049;0.0853215;0.632149;116.403;1.12405;312.575;116.403;-207.25
2;415;831;4;1997;-0.042;-0.00567851;-0.541842;116.166;-0.0748105;312.575;116.166;-214.75
3;416;832;10;1723;0.034;0.0685036;0.458422;59.1385;0.950182;325.175;59.1385;-271.5
3;416;832;10;1767;0.06;0.0945036;0.80898;59.6885;1.31082;325.175;59.6885;-271.5
0;416;833;1;1673;0.052;0.0865036;0.701116;76.5135;1.19985;325.175;76.5135;-199.5
2;416;833;3;369;0.052;0.0865036;0.701116;121.813;1.19985;325.175;121.813;-215.5
2;416;833;3;358;0.046;0.0805036;0.620218;121.676;1.11663;325.175;121.676;-215.5
2;416;833;4;406;-0.009;0.0255036;-0.121347;122.276;0.353748;325.175;122.276;-223.5
2;416;833;4;422;0.006;0.0405036;0.080898;122.476;0.561807;325.175;122.476;-223.5
0;417;835;1;162;0.05;0.0819768;0.70325;82.8203;1.21007;337.775;82.8203;-206.75
2;417;835;4;783;-0.004;0.0279768;-0.05626;126.583;0.412969;337.775;126.583;-232.25
3;417;835;4;1495;0.046;0.0779768;0.64699;127.883;1.15103;337.775;127.883;-232.25
3;418;837;4;1903;0.049;0.0809374;0.717703;133.396;1.21571;350.375;133.396;-241
3;418;837;4;1947;0.057;0.0889374;0.834879;133.946;1.33588;350.375;133.946;-241
3;418;837;8;1576;-0.007;0.0249374;-0.102529;129.308;0.37457;350.375;129.308;-277
3;418;837;8;1645;0.034;0.0659374;0.497998;130.171;0.990406;350.375;130.171;-277
3;418;837;9;1572;0.059;0.0909374;0.864173;129.258;1.36592;350.375;129.258;-286
1;419;839;2;1758;0.055;0.0856275;0.837595;95.1748;1.33071;362.975;95.1748;-226
0;419;839;11;831;0.06;0.0906275;0.91374;91.1873;1.40841;362.975;91.1873;-307
1;419;839;11;1480;0;0.0306275;0;91.6998;0.475971;362.975;91.6998;-307
2;422;845;11;2017;-0.043;-0.00782335;-0.579769;116.813;-0.108313;325.175;116.813;223.5
2;422;845;12;1876;0.022;0.0571767;0.296626;115.051;0.791602;325.175;115.051;215.5
3;424;849;11;572;0.061;0.0936362;0.893467;142.358;1.40278;350.375;142.358;241
3;507;1014;4;1989;0.028;0.0608193;0.39382;62.0578;0.879807;337.775;62.0578;-232.25
3;507;1014;4;1992;0.031;0.0638193;0.436015;62.0953;0.923204;337.775;62.0953;-232.25
3;508;1016;4;272;-0.021;0.0110884;-0.307587;66.6081;0.167594;350.375;66.6082;-241
3;508;1016;4;349;0.029;0.0610885;0.424763;67.5706;0.923306;350.375;67.5707;-241
3;509;1018;4;703;0.004;0.0349398;0.060916;71.5873;0.544158;362.975;71.5873;-244
3;509;1018;4;742;0.031;0.0619398;0.472099;72.0748;0.964659;362.975;72.0748;-244
0;534;1068;15;1526;-0.001;0.0384705;-0.012319;2.68122;0.480971;299.975;2.6812;-297.25
3;534;1069;4;1647;0.007;0.0464705;0.086233;130.194;0.580989;299.975;130.194;-214.75
3;534;1069;4;1682;0.031;0.0704705;0.381889;130.631;0.881045;299.975;130.631;-214.75
3;535;1071;5;1768;0.007;0.0389517;0.090307;131.303;0.602009;312.575;131.303;-222.25
3;536;1073;5;1689;-0.031;0.00363446;-0.417973;130.713;0.0513388;325.175;130.713;-231.5
3;536;1073;5;1763;0.011;0.0456345;0.148313;131.638;0.644613;325.175;131.638;-231.5
3;536;1073;6;1896;-0.052;-0.0173655;-0.701116;133.301;-0.245298;325.175;133.301;-239.5
3;537;1075;3;201;0.011;0.0438448;0.154715;137.308;0.640285;337.775;137.308;-223.75
3;537;1075;3;239;0.041;0.0738448;0.576665;137.783;1.07839;337.775;137.783;-223.75
3;537;1075;4;124;0.017;0.0498448;0.239105;136.345;0.727906;337.775;136.345;-232.25
1;537;1075;5;578;-0.063;-0.0301553;-0.886095;106.02;-0.440371;337.775;106.02;-240.75
1;537;1075;6;436;-0.041;-0.00815525;-0.576665;104.245;-0.119095;337.775;104.245;-249.25
1;12;24;0;1946;-0.009;0.0147947;-0.110871;25.9725;0.259671;299.975;25.9725;49
2;44;88;6;564;-0.007;0.0275247;-0.094381;52.2761;0.386719;325.175;52.2761;-4.5
2;46;92;6;769;-0.011;0.0221828;-0.161117;54.8206;0.332406;350.375;54.8207;-4.5
3;46;92;6;1390;-0.002;0.0311828;-0.029294;54.9831;0.46727;350.375;54.9832;-4.5
3;47;94;6;1521;-0.004;0.0282123;-0.060916;56.2123;0.440792;362.975;56.2123;-4.5
1;126;252;3;1856;-0.02;0.0190238;-0.24638;24.8062;0.24176;299.975;24.8063;150.75
1;126;252;3;1858;-0.018;0.0210238;-0.221742;24.8312;0.267176;299.975;24.8313;150.75
1;127;254;2;1959;-0.012;0.0259127;-0.154812;25.6906;0.344446;312.575;25.6906;158.25
1;129;258;2;141;-0.013;0.0216248;-0.182845;28.5578;0.312868;337.775;28.5578;170.75
1;130;260;2;274;-0.007;0.0255772;-0.102529;30.6331;0.391462;350.375;30.6332;177
3;133;266;8;221;0.024;0.0604919;0.309624;65.5262;0.812383;312.575;65.5262;-22.5
3;133;266;8;220;0.023;0.0594919;0.296723;65.5137;0.798954;312.575;65.5137;-22.5
3;134;268;8;392;0;0.0361887;0;68.1261;0.503981;325.175;68.1262;-22.5
3;134;268;8;411;0.014;0.0501887;0.188762;68.3636;0.698952;325.175;68.3636;-22.5
3;135;270;8;612;-0.016;0.0186144;-0.22504;70.4333;0.269532;337.775;70.4333;-22.5
3;135;270;8;653;0.013;0.0476144;0.182845;70.9457;0.689444;337.775;70.9458;-22.5
0;136;273;9;1465;-0.018;0.0149523;-0.263646;73.9206;0.228114;350.375;73.9207;-31.5
0;137;275;9;1673;0.027;0.0590194;0.411183;76.1123;0.928284;362.975;76.1124;-31.5
2;139;279;9;314;-0.004;0.0321584;-0.051604;120.728;0.434453;312.575;120.728;-128.25
2;139;279;9;346;0.018;0.0541584;0.232218;121.128;0.731668;312.575;121.128;-128.25
2;140;281;9;420;0.027;0.0630236;0.364041;122.451;0.878213;325.175;122.451;-132.5
2;141;283;9;479;0.019;0.052801;0.267235;122.783;0.769809;337.775;122.783;-136.75
2;141;283;9;482;0.021;0.054801;0.295365;122.82;0.798967;337.775;122.82;-136.75
2;142;285;9;534;0.011;0.0431309;0.161117;123.883;0.667835;350.375;123.883;-141
2;142;285;9;541;0.017;0.0491309;0.248999;123.971;0.760739;350.375;123.971;-141
2;143;287;9;631;0.025;0.056814;0.380725;124.687;0.888938;362.975;124.687;-142
2;143;287;9;631;0.025;0.056814;0.380725;124.687;0.888938;362.975;124.687;-142
2;170;340;0;434;-0.002;0.0340064;-0.026966;50.626;0.475284;325.175;50.626;-60.75
2;171;342;0;520;-0.006;0.0279726;-0.08439;51.2953;0.407806;337.775;51.2953;-60.75
2;172;344;0;620;-0.012;0.0209283;-0.175764;52.9581;0.319263;350.375;52.9581;-60.75
2;172;344;0;622;-0.009;0.0239283;-0.131823;52.9831;0.365028;350.375;52.9831;-60.75
2;173;346;0;741;0.002;0.0333952;0.030458;54.0623;0.524741;362.975;54.0623;-61.25
0;282;564;4;150;-0.022;0.0170496;-0.271018;11.1225;0.21534;299.975;11.1224;13.5
0;283;566;4;278;-0.019;0.0185054;-0.245119;12.2387;0.246303;312.575;12.2387;13.5
0;284;568;4;418;-0.014;0.0219881;-0.188762;14.4511;0.303967;325.175;14.4511;13.5
0;285;570;4;525;-0.02;0.0146888;-0.2813;15.3458;0.212971;337.775;15.3457;13.5
0;285;570;4;530;-0.016;0.0186888;-0.22504;15.4083;0.270967;337.775;15.4082;13.5
0;286;572;4;665;-0.017;0.0158389;-0.248999;17.5206;0.23905;350.375;17.5206;13.5
3;360;720;3;1970;0.011;0.0490159;0.135509;62.2312;0.6218;299.975;62.2311;274.75
3;360;720;3;1971;0.011;0.0490159;0.135509;62.2437;0.6218;299.975;62.2436;274.75
3;361;722;1;151;-0.025;0.0116708;-0.322525;64.6906;0.157043;312.575;64.6905;289.75
3;361;722;2;109;0.011;0.0476708;0.141911;64.1656;0.64146;312.575;64.1655;282.25
3;362;724;2;381;0.021;0.0554229;0.283143;67.9635;0.775348;325.175;67.9634;295.5
3;362;724;2;378;0.017;0.0514229;0.229211;67.926;0.71939;325.175;67.9259;295.5
3;363;726;2;579;0.015;0.04855;0.210975;70.0328;0.713199;337.775;70.0327;308.75
3;364;728;2;816;0.019;0.0509359;0.278293;73.4081;0.76822;350.375;73.408;322
0;364;729;2;1416;0.014;0.0459359;0.205058;73.3081;0.69281;350.375;73.308;322
2;60;120;11;618;-0.006;0.0316655;-0.073914;52.9312;0.402546;299.975;52.9312;214.75
2;60;120;11;643;0.012;0.0496655;0.147828;53.2437;0.63137;299.975;53.2437;214.75
3;61;122;9;1586;0.01;0.0469446;0.12901;57.0281;0.620856;312.575;57.0281;229.75
3;61;122;10;1534;0.017;0.0539446;0.219317;56.3781;0.713433;312.575;56.3781;222.25
0;63;127;11;1957;-0.022;0.0112188;-0.30943;79.6578;0.163602;337.775;79.6578;232.25
2;210;421;4;287;0.019;0.0570188;0.234061;120.794;0.727431;299.975;120.794;267.25
2;211;423;2;470;0.041;0.0786146;0.528941;122.678;1.04306;312.575;122.678;282.25
2;211;423;2;475;0.045;0.0826146;0.580545;122.741;1.09613;312.575;122.741;282.25
2;212;425;2;665;0.034;0.0687291;0.458422;125.513;0.97077;325.175;125.514;295.5
2;212;425;2;690;0.051;0.0857291;0.687633;125.826;1.21089;325.175;125.826;295.5
3;213;427;2;1427;-0.038;-0.00377089;-0.53447;127.033;-0.0545791;337.775;127.033;308.75
3;213;427;2;1472;-0.006;0.0282291;-0.08439;127.595;0.408582;337.775;127.595;308.75
2;213;427;3;794;0.008;0.0422291;0.11252;126.72;0.611215;337.775;126.72;300.25
3;214;429;2;1689;0;0.0192814;0;130.721;0.407305;350.375;130.721;322
3;214;429;3;1705;0.017;0.0362814;0.248999;130.921;0.766417;350.375;130.921;313
3;215;431;0;1776;-0.019;-0.0168444;-0.289351;131.4;-4.28666;362.975;131.4;342.75
3;215;431;1;1841;-0.034;-0.0318444;-0.517786;132.212;-8.10394;362.975;132.212;334
3;215;431;2;1854;-0.007;-0.00484443;-0.106603;132.375;-1.23284;362.975;132.375;325
0;252;504;11;455;0.026;0.0651438;0.320294;14.935;0.827431;299.975;14.935;-49
0;252;504;11;466;0.038;0.0771438;0.468122;15.0725;0.979851;299.975;15.0725;-49
1;253;506;11;1534;0.027;0.0649081;0.348327;20.3387;0.856116;312.575;20.3387;-49
1;253;506;11;1543;0.041;0.0789081;0.528941;20.4512;1.04077;312.575;20.4512;-49
1;254;508;11;1993;0;0.0361267;0;26.5386;0.503545;325.175;26.5386;-49
3;349;699;3;1979;0.044;0.0796878;0.567644;133.941;1.06357;312.575;133.941;-83.25
3;349;699;3;1990;0.053;0.0886878;0.683753;134.078;1.18369;312.575;134.078;-83.25
3;350;701;4;168;0.054;0.0889484;0.728082;137.301;1.23874;325.175;137.301;-92.5
3;350;701;4;170;0.055;0.0899484;0.741565;137.326;1.25267;325.175;137.326;-92.5
3;351;703;4;385;0.017;0.0505203;0.239105;139.608;0.730792;337.775;139.608;-94.25
3;352;705;4;603;0.033;0.0598678;0.483351;142.746;1.02542;350.375;142.746;-96
1;396;793;2;1470;0.031;0.0704414;0.381889;91.9812;0.886168;299.975;91.9812;158.25
1;396;793;2;1480;0.046;0.0854414;0.566674;92.1062;1.07487;299.975;92.1062;158.25
1;397;795;1;1729;0.03;0.0670597;0.38703;94.8156;0.898806;312.575;94.8156;165.75
1;397;795;1;1743;0.04;0.0770597;0.51604;94.9906;1.03284;312.575;94.9906;165.75
1;399;799;1;240;0.01;0.0437176;0.14065;101.795;0.643439;337.775;101.795;179.25
1;399;799;1;272;0.033;0.0667176;0.464145;102.195;0.981954;337.775;102.195;179.25
1;400;801;1;555;0.01;0.0431587;0.14647;106.146;0.646236;350.375;106.146;186
1;400;801;1;607;0.045;0.0781587;0.659115;106.796;1.17031;350.375;106.796;186
1;400;801;1;619;0.063;0.0961587;0.922761;106.946;1.43983;350.375;106.946;186
2;401;803;0;1488;0.038;0.0698122;0.578702;109.8;1.09715;362.975;109.8;195.75
2;401;803;0;1496;0.043;0.0748122;0.654847;109.9;1.17573;362.975;109.9;195.75
1;408;817;15;1766;-0.018;0.0202259;-0.221742;95.6812;0.255549;299.975;95.6812;-173.25
1;408;817;15;1810;0.014;0.0522259;0.172466;96.2312;0.659863;299.975;96.2312;-173.25
1;408;817;15;15;0.017;0.0552259;0.209423;99.3937;0.697767;299.975;99.3937;-173.25
1;409;819;15;1942;-0.015;0.0211404;-0.193515;97.4781;0.282414;312.575;97.4781;-173.25
1;409;819;15;1996;0.023;0.0591404;0.296723;98.1531;0.790054;312.575;98.1531;-173.25
1;410;821;14;237;0.044;0.0791067;0.593252;102.163;1.10029;325.175;102.163;-172.5
1;410;821;14;238;0.041;0.0761067;0.552803;102.176;1.05857;325.175;102.176;-172.5
2;410;821;14;1636;0.054;0.0891067;0.728082;112.051;1.23938;325.175;112.051;-172.5
1;411;823;13;548;0.04;0.0732585;0.5626;105.645;1.06785;337.775;105.645;-170.75
1;411;823;13;551;0.044;0.0772585;0.61886;105.683;1.12616;337.775;105.683;-170.75
2;411;823;13;88;0.043;0.0762585;0.604795;117.895;1.11158;337.775;117.895;-170.75
2;412;825;12;795;0.055;0.0874155;0.805585;127.146;1.30975;350.375;127.146;-168
3;413;827;11;104;0.055;0.0854406;0.837595;136.1;1.3521;362.975;136.1;-160
1;414;829;1;1442;-0.031;0.00639206;-0.381889;91.6312;0.081567;299.975;91.6312;-192.25
3;414;829;3;406;-0.03;0.00739206;-0.36957;140.281;0.0943276;299.975;140.281;-207.25
3;414;829;3;455;0.016;0.0533921;0.197104;140.894;0.681318;299.975;140.894;-207.25
0;447;894;4;1464;-0.007;0.0265196;-0.098455;1.49529;0.383568;337.775;1.49529;-232.25
0;447;894;4;1494;0.021;0.0545196;0.295365;1.87029;0.788548;337.775;1.87029;-232.25
0;448;896;4;161;0.046;0.0789911;0.673762;11.2206;1.1889;350.375;11.2206;-241
1;449;898;5;1490;0.063;0.0946312;0.959427;19.8248;1.46976;362.975;19.8248;-253
0;150;300;0;1683;0.026;0.064043;0.320294;4.64373;0.819309;299.975;4.64373;297.25
1;162;325;11;2038;-0.003;0.0354593;-0.036957;99.1225;0.457875;299.975;99.1225;-49
1;162;325;11;14;0.013;0.0514593;0.160147;99.4225;0.664478;299.975;99.4225;-49
1;163;327;11;52;-0.01;0.0274655;-0.12901;99.4137;0.365202;312.575;99.4137;-49
1;163;327;11;69;0.001;0.0384655;0.012901;99.6262;0.511466;312.575;99.6262;-49
1;164;329;11;154;0.017;0.052374;0.229211;101.151;0.736601;325.175;101.151;-49
1;164;329;11;163;0.023;0.058374;0.310109;101.264;0.820986;325.175;101.264;-49
2;234;468;13;528;0.007;0.0447054;0.086233;51.8062;0.562148;299.975;51.8063;-282.25
2;234;468;14;576;-0.021;0.0167054;-0.258699;52.4062;0.210062;299.975;52.4063;-289.75
1;235;470;12;128;-0.001;0.0342773;-0.012901;28.4031;0.453037;312.575;28.4031;-274.75
3;235;470;15;1479;0.019;0.0542773;0.245119;55.6906;0.717374;312.575;55.6906;-297.25
3;235;470;15;1479;0.018;0.0532773;0.232218;55.6906;0.704157;312.575;55.6906;-297.25
1;237;474;12;659;0.011;0.0437159;0.154715;35.0328;0.627924;337.775;35.0328;-300.25
3;237;474;14;2024;0.019;0.0517159;0.267235;62.4953;0.742834;337.775;62.4953;-317.25
3;237;474;14;2027;0.021;0.0537159;0.295365;62.5328;0.771561;337.775;62.5328;-317.25
0;414;829;9;683;0.004;0.0413921;0.049276;89.7437;0.52819;299.975;89.7437;-252.25
0;414;829;9;685;0.006;0.0433921;0.073914;89.7687;0.553711;299.975;89.7687;-252.25
0;415;831;10;780;0.008;0.0443215;0.103208;90.5531;0.583906;312.575;90.5531;-259.75
1;415;831;10;1391;0.01;0.0463215;0.12901;90.5906;0.610254;312.575;90.5906;-259.75
1;416;833;10;1460;0.001;0.0355036;0.013483;91.851;0.492454;325.175;91.851;-271.5
1;416;833;10;1473;0.009;0.0435036;0.121347;92.0135;0.603418;325.175;92.0135;-271.5
1;417;835;10;1567;0.009;0.0409768;0.126585;92.7828;0.604864;337.775;92.7828;-283.25
1;417;835;10;1570;0.011;0.0429768;0.154715;92.8203;0.634386;337.775;92.8203;-283.25
1;418;837;10;1676;0.021;0.0529374;0.307587;94.5581;0.795141;350.375;94.5581;-295
1;419;839;10;1751;0;0.0306275;0;95.0873;0.475971;362.975;95.0873;-298
1;419;839;11;1744;-0.005;0.0256275;-0.076145;94.9998;0.398267;362.975;94.9998;-307
0;522;1044;2;739;-0.019;0.0190996;-0.234061;18.485;0.243799;299.975;18.485;31.5
1;523;1046;2;1500;-0.015;0.0222655;-0.193515;19.9137;0.293279;312.575;19.9137;31.5
1;524;1048;2;1613;-0.028;0.00673978;-0.377524;21.7886;0.0959443;325.175;21.7886;31.5
1;524;1048;2;1639;-0.011;0.0237398;-0.148313;22.1136;0.337948;325.175;22.1136;31.5
2;524;1048;11;478;-0.03;0.00473978;-0.40449;51.2011;0.0674732;325.175;51.2011;-49
1;525;1050;2;1752;-0.012;0.0220266;-0.16878;23.0833;0.316487;337.775;23.0832;31.5
2;525;1050;10;263;-0.054;-0.0199734;-0.75951;48.0708;-0.286986;337.775;48.0707;-40.5
2;525;1050;10;265;-0.051;-0.0169734;-0.717315;48.0958;-0.24388;337.775;48.0957;-40.5
1;526;1052;2;1882;-0.011;0.0212235;-0.161117;25.1331;0.325677;350.375;25.1331;31.5
2;526;1052;8;58;-0.038;-0.00577648;-0.556586;45.9331;-0.0886405;350.375;45.9331;-22.5
1;527;1054;2;1995;-0.008;0.0233411;-0.121832;26.1373;0.367468;362.975;26.1373;31.5
2;527;1054;7;1852;-0.056;-0.0246589;-0.852824;42.3498;-0.388214;362.975;42.3498;-13.5
2;528;1056;2;706;-0.013;0.0258897;-0.160147;54.0312;0.326592;299.975;54.0312;-75.75
2;529;1058;0;631;-0.042;-0.0202672;-0.541842;52.6906;-0.432685;312.575;52.6906;-60.75
2;69;138;8;1731;0.027;0.0612078;0.379755;40.8328;0.887693;337.775;40.8328;119.75
2;69;138;8;1783;0.061;0.0952078;0.857965;41.4828;1.38079;337.775;41.4828;119.75
2;69;138;9;1641;0.041;0.0752078;0.576665;39.7078;1.09073;337.775;39.7078;111.25
2;69;138;9;7;-0.027;0.00720782;-0.379755;44.8828;0.104535;337.775;44.8828;111.25
2;69;138;10;2040;-0.038;-0.00379218;-0.53447;44.6953;-0.0549977;337.775;44.6953;102.75
2;69;138;10;31;-0.022;0.0122078;-0.30943;45.1828;0.177049;337.775;45.1828;102.75
1;192;384;1;2016;0;0.0391305;0;26.8475;0.495727;299.975;26.8474;40.5
1;192;384;1;2023;0.005;0.0441305;0.061595;26.935;0.55907;299.975;26.9349;40.5
3;214;429;12;554;-0.03;-0.0107186;-0.43941;142.133;-0.226421;350.375;142.133;232
3;215;431;11;245;-0.018;-0.0158444;-0.274122;137.862;-4.03218;362.975;137.862;244
3;228;456;3;202;-0.025;-0.0105853;-0.307975;65.7312;-0.264348;299.975;65.7313;-83.25
3;228;456;3;215;-0.015;-0.000585309;-0.184785;65.8937;-0.014617;299.975;65.8938;-83.25
3;229;458;4;606;0.032;0.0693082;0.412832;70.3781;0.913127;312.575;70.3781;-90.75
3;229;458;4;618;0.049;0.0863082;0.632149;70.5281;1.1371;312.575;70.5281;-90.75
0;230;461;4;1581;0.034;0.0761488;0.458422;75.3635;1.4966;325.175;75.3635;-92.5
0;231;463;4;1939;0.023;0.0601546;0.323495;79.4328;0.849318;337.775;79.4328;-94.25
0;231;463;4;1959;0.04;0.0771546;0.5626;79.6828;1.08934;337.775;79.6828;-94.25
0;232;465;5;279;0.014;0.0244932;0.205058;84.6956;0.822747;350.375;84.6957;-105
0;233;467;5;600;-0.013;-0.0104707;-0.197977;88.2998;-1.51752;362.975;88.2999;-106
0;233;467;5;615;-0.002;0.000529311;-0.030458;88.4873;0.0767134;362.975;88.4874;-106
1;247;494;4;745;-0.015;0.00820501;-0.193515;36.1156;0.230554;312.575;36.1156;143.25
2;248;496;4;1453;-0.016;0.0191274;-0.215728;37.7635;0.267232;325.175;37.7635;148.5
2;248;496;4;1458;-0.013;0.0221274;-0.175279;37.826;0.309146;325.175;37.826;148.5
2;250;500;4;1705;-0.015;0.0169179;-0.219705;40.9206;0.259943;350.375;40.9207;159
2;250;500;4;1718;-0.006;0.0259179;-0.087882;41.0831;0.398227;350.375;41.0832;159
2;251;502;4;1847;-0.001;0.0308131;-0.015229;42.2873;0.483383;362.975;42.2873;160
0;384;768;14;550;-0.015;0.0234409;-0.184785;16.0812;0.295181;299.975;16.0811;-289.75
0;385;770;15;693;-0.022;0.0141703;-0.283822;17.4656;0.188476;312.575;17.4655;-297.25
1;387;774;15;1537;-0.026;0.00665841;-0.36569;20.4078;0.0970038;337.775;20.4077;-325.25
1;387;774;15;1551;-0.016;0.0166584;-0.22504;20.5828;0.24269;337.775;20.5827;-325.25
1;388;776;15;1675;-0.011;0.0207162;-0.161117;22.5456;0.316427;350.375;22.5455;-339.25
2;475;950;10;1813;0.002;0.0377612;0.025802;41.8656;0.503524;312.575;41.8656;-259.75
2;475;950;10;1832;0.016;0.0517612;0.206416;42.1031;0.690206;312.575;42.1031;-259.75
2;476;952;10;187;-0.021;-0.0170855;-0.283143;47.5385;-2.038;325.175;47.5385;-271.5
2;477;954;10;600;0.017;0.0504936;0.239105;52.2953;0.729531;337.775;52.2953;-283.25
2;477;954;10;615;0.039;0.0724936;0.548535;52.4828;1.04739;337.775;52.4828;-283.25
3;478;956;10;1638;0.037;0.0699897;0.541939;58.0831;1.04786;350.375;58.0831;-295
3;478;956;10;1645;0.041;0.0739897;0.600527;58.1706;1.10775;350.375;58.1706;-295
3;479;958;10;2008;0.008;0.0395448;0.121832;62.2998;0.612251;362.975;62.2998;-298
3;479;958;11;2003;-0.021;0.0105448;-0.319809;62.2373;0.16326;362.975;62.2373;-307
3;479;958;11;2015;-0.005;0.0265448;-0.076145;62.3873;0.410979;362.975;62.3873;-307
1;528;1057;12;812;0.02;0.0588897;0.24638;109.356;0.742878;299.975;109.356;-150.75
2;528;1057;12;1426;0.024;0.0628897;0.295656;109.431;0.793337;299.975;109.431;-150.75
2;529;1059;13;1508;-0.014;0.00773277;-0.180614;110.053;0.165087;312.575;110.053;-158.25
2;530;1061;13;1540;-0.009;0.0261319;-0.121347;110.851;0.365042;325.175;110.851;-164.5
2;530;1061;13;1572;0.014;0.0491319;0.188762;111.251;0.686333;325.175;111.251;-164.5
2;531;1063;13;1611;-0.028;0.00566505;-0.39382;111.333;0.0820622;337.775;111.333;-170.75
2;531;1063;13;1659;0.006;0.0396651;0.08439;111.933;0.574576;337.775;111.933;-170.75
2;532;1065;13;1745;0.032;0.0644472;0.468704;113.421;0.979574;350.375;113.421;-177
2;532;1065;13;1731;0.023;0.0554472;0.336881;113.246;0.842777;350.375;113.246;-177
3;63;126;0;1481;0.018;0.0512188;0.25317;55.7078;0.746916;337.775;55.7078;325.25
3;63;126;0;1509;0.037;0.0702188;0.520405;56.0578;1.02399;337.775;56.0578;325.25
3;63;126;1;215;-0.003;0.0302188;-0.042195;65.4828;0.440676;337.775;65.4828;317.25
3;65;130;1;2021;0.008;0.035568;0.121832;62.4623;0.602771;362.975;62.4623;334
3;65;130;1;2023;0.009;0.036568;0.137061;62.4873;0.619718;362.975;62.4873;334
0;65;131;2;545;-0.01;0.017568;-0.15229;87.6123;0.297725;362.975;87.6123;325
0;65;131;2;578;0.015;0.042568;0.228435;88.0248;0.7214;362.975;88.0248;325
2;67;134;5;2004;-0.026;0.0113491;-0.335426;44.2531;0.150229;312.575;44.2531;135.75
2;67;134;5;30;0.022;0.0593491;0.283822;45.1781;0.785607;312.575;45.1781;135.75
2;67;134;5;166;-0.06;-0.0226509;-0.77406;46.8781;-0.299831;312.575;46.8781;135.75
2;67;134;7;197;0.035;0.0723491;0.451535;47.2656;0.957689;312.575;47.2656;120.75
2;67;134;8;1966;-0.01;0.0273491;-0.12901;43.7781;0.362022;312.575;43.7781;113.25
2;67;134;9;1970;-0.033;0.00434911;-0.425733;43.8281;0.0575694;312.575;43.8281;105.75
2;67;134;9;2046;0.02;0.0573491;0.25802;44.7781;0.759133;312.575;44.7781;105.75
2;67;134;11;69;0.046;0.0833491;0.593446;45.6656;1.1033;312.575;45.6656;90.75
2;67;134;12;1840;-0.037;0.000349107;-0.477337;42.2031;0.00462115;312.575;42.2031;83.25
3;102;204;0;1502;-0.041;-0.00250104;-0.505079;56.4225;-0.0318082;299.975;56.4224;49
3;102;204;0;1534;-0.016;0.022499;-0.197104;56.8225;0.286141;299.975;56.8224;49
3;103;206;0;307;0.038;0.074896;0.490238;66.6012;0.994156;312.575;66.6012;49
0;104;209;0;1553;-0.005;0.0302383;-0.067415;75.0386;0.425;325.175;75.0386;49
0;104;209;0;1651;0.059;0.0942383;0.795497;76.2636;1.32452;325.175;76.2636;49
1;106;213;0;1762;-0.009;0.0235462;-0.131823;95.6331;0.358566;350.375;95.6331;49
1;106;213;0;2038;-0.019;0.0135462;-0.278293;99.0831;0.206284;350.375;99.0831;49
2;204;409;15;422;0.006;0.0449543;0.073914;122.481;0.566294;299.975;122.481;-297.25
3;209;419;12;1680;-0.053;-0.0219338;-0.807137;130.2;-0.342477;362.975;130.2;-316
3;209;419;13;1653;-0.046;-0.0149338;-0.700534;129.862;-0.233178;362.975;129.862;-325
2;210;420;5;1745;-0.018;0.0200188;-0.221742;41.4187;0.255395;299.975;41.4188;259.75
2;211;422;3;1886;-0.001;0.0366146;-0.012901;42.7781;0.485802;312.575;42.7781;274.75
2;212;424;3;2030;0;0.0347291;0;44.976;0.490534;325.175;44.976;287.5
